IsCanceled,LeadTime,ArrivalDateYear,ArrivalDateMonth,ArrivalDateWeekNumber,ArrivalDateDayOfMonth,Adults,Children,Country,IsRepeatedGuest,ReservedRoomType,CustomerType,ADR,ticker,hotel,book_id,ArrivalDate
0,152,2017,Apr,14,5,2,0,GBR,0,D               ,Transient-Party,60,59,Resort,RTransient-Party2017April5-59,4/5/2017
0,205,2017,Apr,14,5,1,0,GBR,0,A               ,Transient,35.34,21,Resort,RTransient2017April5-21,4/5/2017
0,35,2017,Apr,14,8,2,0,CHN,0,A               ,Transient,75,37,Resort,RTransient2017April8-37,4/8/2017
0,80,2017,Mar,10,5,2,0,GBR,0,D               ,Transient-Party,0.26,61,Resort,RTransient-Party2017March5-61,3/5/2017
0,7,2017,Apr,15,11,2,0,GBR,0,D               ,Transient-Party,105,8,Resort,RTransient-Party2017April11-8,4/11/2017
0,9,2017,Apr,15,10,2,0,ESP,0,A               ,Transient,97,30,Resort,RTransient2017April10-30,4/10/2017
0,351,2017,Apr,14,8,2,0,DEU,0,D               ,Transient-Party,82,24,Resort,RTransient-Party2017April8-24,4/8/2017
0,44,2017,Apr,14,8,2,2,HUN,0,G               ,Transient,148.57,47,Resort,RTransient2017April8-47,4/8/2017
0,28,2017,Apr,16,16,2,0,FIN,0,E               ,Transient,115,27,Resort,RTransient2017April16-27,4/16/2017
0,7,2017,Apr,16,18,1,0,PRT,0,A               ,Transient-Party,45,2,Resort,RTransient-Party2017April18-2,4/18/2017
0,1,2017,Apr,16,17,2,0,PRT,0,D               ,Transient,108,42,Resort,RTransient2017April17-42,4/17/2017
0,23,2017,Apr,16,20,2,0,GBR,0,A               ,Transient-Party,99,6,Resort,RTransient-Party2017April20-6,4/20/2017
0,95,2017,Apr,15,15,2,0,GBR,0,D               ,Contract,50.85,3,Resort,RContract2017April15-3,4/15/2017
0,4,2017,Apr,17,24,1,0,PRT,0,A               ,Transient,72,8,Resort,RTransient2017April24-8,4/24/2017
0,63,2017,Apr,16,18,2,0,GBR,0,A               ,Contract,42.95,2,Resort,RContract2017April18-2,4/18/2017
0,60,2017,Apr,16,17,1,0,ITA,0,A               ,Transient-Party,85,11,Resort,RTransient-Party2017April17-11,4/17/2017
0,203,2017,Apr,17,25,2,0,AUT,0,A               ,Transient-Party,90,10,Resort,RTransient-Party2017April25-10,4/25/2017
0,237,2017,Apr,17,25,2,0,AUT,0,A               ,Transient-Party,90,11,Resort,RTransient-Party2017April25-11,4/25/2017
0,203,2017,Apr,17,25,2,0,AUT,0,A               ,Transient-Party,90,25,Resort,RTransient-Party2017April25-25,4/25/2017
0,31,2017,Apr,17,23,2,0,DEU,0,A               ,Transient-Party,93,13,Resort,RTransient-Party2017April23-13,4/23/2017
0,288,2017,Apr,16,20,2,0,SWE,0,C               ,Transient,131,20,Resort,RTransient2017April20-20,4/20/2017
0,276,2017,Apr,16,22,1,0,SWE,0,A               ,Transient-Party,73.71,55,Resort,RTransient-Party2017April22-55,4/22/2017
0,8,2017,Apr,17,27,2,0,GBR,0,A               ,Transient-Party,113,6,Resort,RTransient-Party2017April27-6,4/27/2017
0,5,2017,Apr,17,27,2,0,GBR,0,D               ,Transient,93.29,29,Resort,RTransient2017April27-29,4/27/2017
0,0,2017,Apr,17,28,2,0,PRT,0,A               ,Transient,88.2,30,Resort,RTransient2017April28-30,4/28/2017
0,131,2017,Apr,17,28,2,0,FRA,0,E               ,Transient,152.33,39,Resort,RTransient2017April28-39,4/28/2017
0,202,2017,May,18,4,2,0,BRA,0,D               ,Transient-Party,62,11,Resort,RTransient-Party2017May4-11,5/4/2017
0,202,2017,May,18,4,2,0,PRT,0,D               ,Transient,62,33,Resort,RTransient2017May4-33,5/4/2017
0,87,2017,Apr,18,30,2,0,IRL,0,A               ,Transient,50,35,Resort,RTransient2017April30-35,4/30/2017
0,261,2017,Apr,18,30,2,0,GBR,0,A               ,Contract,40.95,7,Resort,RContract2017April30-7,4/30/2017
0,199,2017,Apr,18,30,1,0,GBR,0,A               ,Transient-Party,54.71,27,Resort,RTransient-Party2017April30-27,4/30/2017
0,76,2017,May,19,8,2,0,FRA,0,A               ,Transient,105,22,Resort,RTransient2017May8-22,5/8/2017
0,302,2017,May,19,9,2,0,GBR,0,A               ,Transient-Party,81,43,Resort,RTransient-Party2017May9-43,5/9/2017
0,296,2017,May,18,4,2,0,GBR,0,A               ,Contract,40.95,8,Resort,RContract2017May4-8,5/4/2017
0,228,2017,May,18,5,2,0,GBR,0,E               ,Transient,81,56,Resort,RTransient2017May5-56,5/5/2017
0,156,2017,May,19,8,1,0,IRL,0,A               ,Transient-Party,60,30,Resort,RTransient-Party2017May8-30,5/8/2017
0,32,2017,May,20,14,2,0,GBR,0,A               ,Transient,89,24,Resort,RTransient2017May14-24,5/14/2017
0,289,2017,May,19,11,2,0,GBR,0,A               ,Contract,72.95,5,Resort,RContract2017May11-5,5/11/2017
0,1,2017,May,20,20,2,0,ESP,0,A               ,Transient,127,24,Resort,RTransient2017May20-24,5/20/2017
0,243,2017,May,20,16,1,0,GBR,0,A               ,Transient,36.2,21,Resort,RTransient2017May16-21,5/16/2017
0,181,2017,May,20,16,2,0,GBR,0,D               ,Contract,52.85,2,Resort,RContract2017May16-2,5/16/2017
0,0,2017,May,21,22,2,0,PRT,0,A               ,Transient-Party,60,11,Resort,RTransient-Party2017May22-11,5/22/2017
0,239,2017,May,20,18,2,0,FRA,0,E               ,Transient,101.28,22,Resort,RTransient2017May18-22,5/18/2017
0,283,2017,May,20,15,2,0,GBR,0,A               ,Contract,40.95,6,Resort,RContract2017May15-6,5/15/2017
0,42,2017,May,21,21,2,1,IND,0,G               ,Transient,176,20,Resort,RTransient2017May21-20,5/21/2017
0,72,2017,May,21,23,2,0,CN,0,A               ,Transient-Party,85,6,Resort,RTransient-Party2017May23-6,5/23/2017
0,71,2017,May,21,26,2,0,GBR,0,F               ,Transient,130,18,Resort,RTransient2017May26-18,5/26/2017
0,203,2017,May,21,25,2,0,GBR,0,A               ,Transient-Party,55,49,Resort,RTransient-Party2017May25-49,5/25/2017
0,16,2017,May,21,25,2,1,IND,0,E               ,Transient,137.9,43,Resort,RTransient2017May25-43,5/25/2017
0,2,2017,May,22,28,2,0,GBR,0,A               ,Transient,92,39,Resort,RTransient2017May28-39,5/28/2017
0,151,2017,May,21,26,2,0,IRL,0,F               ,Transient,112.5,26,Resort,RTransient2017May26-26,5/26/2017
1,258,2017,May,22,31,2,0,PRT,0,A               ,Transient,68.95,35,Resort,RTransient2017May31-35,5/31/2017
0,203,2017,May,21,25,2,0,GBR,0,A               ,Transient-Party,59.71,74,Resort,RTransient-Party2017May25-74,5/25/2017
0,174,2017,May,22,28,2,0,CN,0,A               ,Transient,63,62,Resort,RTransient2017May28-62,5/28/2017
0,353,2017,May,21,25,2,0,GBR,0,A               ,Transient,68,50,Resort,RTransient2017May25-50,5/25/2017
0,352,2017,May,21,25,2,0,GBR,0,A               ,Transient,66,52,Resort,RTransient2017May25-52,5/25/2017
0,199,2017,May,22,28,3,0,CN,0,A               ,Transient,92.55,76,Resort,RTransient2017May28-76,5/28/2017
0,2,2017,May,22,29,2,0,GBR,0,A               ,Transient,115,25,Resort,RTransient2017May29-25,5/29/2017
0,14,2017,Jun,22,2,2,0,ESP,0,A               ,Transient,97,45,Resort,RTransient2017June2-45,6/2/2017
0,91,2017,Jun,22,2,2,2,IRL,0,C               ,Transient,153,48,Resort,RTransient2017June2-48,6/2/2017
0,83,2017,Jun,22,2,2,0,USA,0,A               ,Transient,137,51,Resort,RTransient2017June2-51,6/2/2017
0,223,2017,May,22,28,2,0,GBR,0,E               ,Transient,118.7,84,Resort,RTransient2017May28-84,5/28/2017
0,0,2017,Jun,22,1,1,0,GBR,0,A               ,Transient,113,55,Resort,RTransient2017June1-55,6/1/2017
0,140,2017,May,22,28,2,2,GBR,0,G               ,Transient,215.5,88,Resort,RTransient2017May28-88,5/28/2017
0,251,2017,May,22,31,1,2,GBR,0,A               ,Transient,83.7,53,Resort,RTransient2017May31-53,5/31/2017
0,90,2017,Jun,22,1,2,0,RUS,0,E               ,Transient,157,61,Resort,RTransient2017June1-61,6/1/2017
0,142,2017,Jun,22,2,2,0,PRT,0,D               ,Contract,98.4,2,Resort,RContract2017June2-2,6/2/2017
0,0,2017,Jun,23,8,1,0,PRT,0,A               ,Transient,75,37,Resort,RTransient2017June8-37,6/8/2017
0,254,2017,Jun,22,2,2,0,IRL,0,G               ,Transient,125,73,Resort,RTransient2017June2-73,6/2/2017
0,322,2017,Jun,23,6,2,0,IRL,0,A               ,Transient,74.25,25,Resort,RTransient2017June6-25,6/6/2017
0,176,2017,Jun,23,6,3,0,IRL,0,D               ,Transient,142.5,26,Resort,RTransient2017June6-26,6/6/2017
0,319,2017,Jun,22,3,2,0,IRL,0,A               ,Transient,74.25,70,Resort,RTransient2017June3-70,6/3/2017
0,41,2017,Jun,22,3,2,0,IRL,0,A               ,Transient-Party,172,12,Resort,RTransient-Party2017June3-12,6/3/2017
0,33,2017,Jun,23,10,2,0,PRT,0,D               ,Transient,130,25,Resort,RTransient2017June10-25,6/10/2017
0,15,2017,Jun,23,9,2,0,ARG,0,D               ,Transient,153.5,35,Resort,RTransient2017June9-35,6/9/2017
0,16,2017,Jun,23,9,2,0,PRT,0,E               ,Transient,170,38,Resort,RTransient2017June9-38,6/9/2017
0,27,2017,Jun,24,14,2,0,ITA,0,A               ,Transient,106.4,28,Resort,RTransient2017June14-28,6/14/2017
0,0,2017,Jun,24,15,1,0,PRT,0,A               ,Transient,0,30,Resort,RTransient2017June15-30,6/15/2017
0,0,2017,Jun,24,16,2,0,PRT,0,A               ,Transient,135,31,Resort,RTransient2017June16-31,6/16/2017
0,25,2017,Jun,24,15,2,0,PRT,0,F               ,Transient,205.67,34,Resort,RTransient2017June15-34,6/15/2017
0,0,2017,Jun,25,18,2,0,FIN,0,A               ,Transient,115,29,Resort,RTransient2017June18-29,6/18/2017
0,225,2017,Jun,24,14,2,0,GBR,0,A               ,Transient,100.71,42,Resort,RTransient2017June14-42,6/14/2017
0,143,2017,Jun,25,21,2,0,SWE,0,A               ,Transient,129,17,Resort,RTransient2017June21-17,6/21/2017
0,257,2017,Jun,23,10,2,0,GBR,0,A               ,Transient,61.2,52,Resort,RTransient2017June10-52,6/10/2017
0,241,2017,Jun,24,16,2,0,GBR,0,E               ,Transient,113.7,47,Resort,RTransient2017June16-47,6/16/2017
0,7,2017,Jun,25,23,2,0,PRT,0,A               ,Transient,128.25,25,Resort,RTransient2017June23-25,6/23/2017
0,150,2017,Jun,24,13,2,0,IRL,0,D               ,Transient,91.85,38,Resort,RTransient2017June13-38,6/13/2017
0,20,2017,Jun,25,22,2,0,GBR,0,A               ,Transient,140,39,Resort,RTransient2017June22-39,6/22/2017
0,8,2017,Jun,26,29,1,0,PRT,0,A               ,Transient-Party,120,1,Resort,RTransient-Party2017June29-1,6/29/2017
0,1,2017,Jun,26,30,1,0,PRT,0,A               ,Transient,112.4,27,Resort,RTransient2017June30-27,6/30/2017
0,112,2017,Jun,26,28,3,0,CN,0,G               ,Transient,166,16,Resort,RTransient2017June28-16,6/28/2017
0,44,2017,Jun,25,22,2,0,GBR,0,E               ,Transient,108.97,48,Resort,RTransient2017June22-48,6/22/2017
0,289,2017,Jun,25,23,2,0,GBR,0,A               ,Contract,100.2,6,Resort,RContract2017June23-6,6/23/2017
0,303,2017,Jun,26,30,2,0,GBR,0,D               ,Contract,84.8,2,Resort,RContract2017June30-2,6/30/2017
0,62,2017,Jul,27,5,2,0,ESP,0,A               ,Transient,216,21,Resort,RTransient2017July5-21,7/5/2017
0,172,2017,Jun,26,27,2,0,PRT,0,D               ,Transient,110.94,24,Resort,RTransient2017June27-24,6/27/2017
0,244,2017,Jul,26,1,2,0,GBR,0,A               ,Transient,101,62,Resort,RTransient2017July1-62,7/1/2017
0,288,2017,Jul,27,3,2,0,PRT,0,A               ,Transient,115.68,44,Resort,RTransient2017July3-44,7/3/2017
0,1,2017,Jul,27,7,2,0,PRT,0,A               ,Transient,123.6,15,Resort,RTransient2017July7-15,7/7/2017
0,8,2017,Jul,27,4,3,0,IRL,0,A               ,Transient,193,24,Resort,RTransient2017July4-24,7/4/2017
0,1,2017,Jul,27,3,3,1,PRT,0,H               ,Transient,257.6,48,Resort,RTransient2017July3-48,7/3/2017
0,8,2017,Jul,27,7,2,0,ESP,0,A               ,Transient,199,20,Resort,RTransient2017July7-20,7/7/2017
0,272,2017,Jul,27,6,2,0,IRL,0,D               ,Transient,135.9,33,Resort,RTransient2017July6-33,7/6/2017
0,130,2017,Jul,28,9,2,0,TWN,0,D               ,Transient-Party,160,9,Resort,RTransient-Party2017July9-9,7/9/2017
0,5,2017,Jul,27,8,2,2,NGA,0,G               ,Transient,260,28,Resort,RTransient2017July8-28,7/8/2017
0,12,2017,Jul,28,11,1,0,PRT,0,A               ,Transient-Party,142,2,Resort,RTransient-Party2017July11-2,7/11/2017
0,2,2017,Jul,28,11,2,1,FRA,0,C               ,Transient,154,35,Resort,RTransient2017July11-35,7/11/2017
0,183,2017,Jul,27,5,2,0,IRL,0,A               ,Transient,139.78,35,Resort,RTransient2017July5-35,7/5/2017
0,164,2017,Jul,27,4,2,0,PRT,0,A               ,Transient,140,43,Resort,RTransient2017July4-43,7/4/2017
0,0,2017,Jul,28,15,2,2,PRT,0,C               ,Transient,230,40,Resort,RTransient2017July15-40,7/15/2017
0,139,2017,Jul,28,10,2,0,GBR,0,A               ,Contract,107.71,3,Resort,RContract2017July10-3,7/10/2017
0,0,2017,Jul,29,16,3,0,USA,0,A               ,Transient,160,27,Resort,RTransient2017July16-27,7/16/2017
0,90,2017,Jul,28,12,1,1,PRT,0,D               ,Transient,224.16,43,Resort,RTransient2017July12-43,7/12/2017
0,0,2017,Jul,29,18,2,0,CN,0,D               ,Transient,157.2,22,Resort,RTransient2017July18-22,7/18/2017
0,158,2017,Jul,29,16,2,0,CN,0,A               ,Transient,118,34,Resort,RTransient2017July16-34,7/16/2017
0,152,2017,Jul,28,11,2,0,UKR,0,A               ,Transient,130.05,58,Resort,RTransient2017July11-58,7/11/2017
0,113,2017,Jul,28,14,2,0,PRT,0,A               ,Transient,171.69,47,Resort,RTransient2017July14-47,7/14/2017
0,111,2017,Jul,29,17,2,0,SWE,0,A               ,Transient,137,51,Resort,RTransient2017July17-51,7/17/2017
0,58,2017,Jul,29,19,2,0,ESP,0,D               ,Transient,220,27,Resort,RTransient2017July19-27,7/19/2017
0,8,2017,Jul,30,25,2,2,PRT,0,C               ,Transient,248.33,18,Resort,RTransient2017July25-18,7/25/2017
0,43,2017,Jul,30,24,2,0,CN,0,E               ,Transient,242,44,Resort,RTransient2017July24-44,7/24/2017
0,27,2017,Jul,30,25,3,0,PRT,0,A               ,Transient,253.54,24,Resort,RTransient2017July25-24,7/25/2017
0,176,2017,Jul,30,23,3,0,PRT,0,C               ,Transient,144,40,Resort,RTransient2017July23-40,7/23/2017
0,156,2017,Jul,29,16,2,0,FRA,0,D               ,Transient,171,53,Resort,RTransient2017July16-53,7/16/2017
0,199,2017,Jul,30,25,2,1,IRL,0,D               ,Transient,127.28,31,Resort,RTransient2017July25-31,7/25/2017
0,62,2017,Aug,31,2,2,0,FRA,0,E               ,Transient,230,19,Resort,RTransient2017August2-19,8/2/2017
0,48,2017,Jul,31,30,2,1,GBR,0,D               ,Transient,196.92,32,Resort,RTransient2017July30-32,7/30/2017
0,34,2017,Aug,31,4,3,1,TUR,0,H               ,Transient,315,33,Resort,RTransient2017August4-33,8/4/2017
0,1,2017,Jul,31,31,1,2,ESP,0,E               ,Transient,339.4,53,Resort,RTransient2017July31-53,7/31/2017
0,185,2017,Jul,31,30,2,0,ESP,0,D               ,Transient,195.5,46,Resort,RTransient2017July30-46,7/30/2017
0,2,2017,Aug,32,10,2,0,PRT,0,D               ,Transient,205,19,Resort,RTransient2017August10-19,8/10/2017
0,25,2017,Aug,32,6,2,0,PRT,0,D               ,Transient,254.31,53,Resort,RTransient2017August6-53,8/6/2017
0,3,2017,Aug,32,10,2,0,PRT,0,D               ,Transient,240,24,Resort,RTransient2017August10-24,8/10/2017
0,188,2017,Aug,31,3,2,0,FRA,0,A               ,Transient,169,43,Resort,RTransient2017August3-43,8/3/2017
0,30,2017,Aug,32,8,2,0,ESP,0,A               ,Transient,230,28,Resort,RTransient2017August8-28,8/8/2017
0,132,2017,Aug,32,11,2,0,GBR,0,D               ,Contract,135,3,Resort,RContract2017August11-3,8/11/2017
0,191,2017,Aug,32,9,2,0,CN,0,A               ,Transient,162,20,Resort,RTransient2017August9-20,8/9/2017
0,0,2017,Aug,33,13,2,0,PRT,0,A               ,Transient,210,30,Resort,RTransient2017August13-30,8/13/2017
0,67,2017,Aug,32,11,2,0,GBR,0,D               ,Contract,165,5,Resort,RContract2017August11-5,8/11/2017
0,26,2017,Aug,32,7,2,0,GBR,0,E               ,Group,125.1,3,Resort,RGroup2017August7-3,8/7/2017
0,223,2017,Aug,33,13,2,0,CHE,0,A               ,Transient,162.3,38,Resort,RTransient2017August13-38,8/13/2017
0,96,2017,Aug,32,12,2,0,PRT,0,A               ,Transient-Party,217.1,1,Resort,RTransient-Party2017August12-1,8/12/2017
0,188,2017,Aug,32,7,2,2,GEO,0,C               ,Transient,169.37,68,Resort,RTransient2017August7-68,8/7/2017
0,202,2017,Aug,33,19,2,0,DEU,0,A               ,Transient-Party,151,8,Resort,RTransient-Party2017August19-8,8/19/2017
0,104,2017,Aug,33,17,3,1,ESP,0,H               ,Transient,402,63,Resort,RTransient2017August17-63,8/17/2017
0,29,2017,Aug,33,16,2,0,ESP,0,A               ,Transient,272.5,34,Resort,RTransient2017August16-34,8/16/2017
0,157,2017,Aug,33,19,2,0,PRT,0,D               ,Transient-Party,198.17,11,Resort,RTransient-Party2017August19-11,8/19/2017
0,296,2017,Aug,34,20,2,0,PRT,0,A               ,Transient,143.73,46,Resort,RTransient2017August20-46,8/20/2017
0,136,2017,Aug,34,21,2,0,IRL,0,A               ,Contract,116.5,3,Resort,RContract2017August21-3,8/21/2017
0,220,2017,Aug,35,27,2,0,PRT,0,D               ,Transient-Party,128.7,6,Resort,RTransient-Party2017August27-6,8/27/2017
0,30,2017,Aug,34,26,2,0,USA,0,A               ,Transient,182,33,Resort,RTransient2017August26-33,8/26/2017
0,34,2017,Aug,34,22,2,1,PRT,0,E               ,Transient,330.57,31,Resort,RTransient2017August22-31,8/22/2017
0,184,2017,Aug,34,20,2,1,PRT,0,D               ,Transient,207.5,51,Resort,RTransient2017August20-51,8/20/2017
0,6,2017,Aug,35,27,2,2,PRT,0,G               ,Transient,344.67,31,Resort,RTransient2017August27-31,8/27/2017
0,112,2017,Aug,34,24,2,0,GBR,0,A               ,Contract,146.5,6,Resort,RContract2017August24-6,8/24/2017
0,50,2017,Aug,34,22,2,0,CHE,0,D               ,Transient,241.75,34,Resort,RTransient2017August22-34,8/22/2017
0,193,2017,Aug,35,28,2,0,PRT,0,E               ,Transient,205.7,58,Resort,RTransient2017August28-58,8/28/2017
0,111,2017,Aug,35,27,2,0,GBR,0,E               ,Contract,148,1,Resort,RContract2017August27-1,8/27/2017
1,63,2015,Jul,28,7,2,0,PRT,0,B               ,Transient-Party,45,6,City,CTransient-Party2015July7-6,7/7/2015
1,105,2015,Jul,28,8,2,0,PRT,0,A               ,Transient,76.5,1,City,CTransient2015July8-1,7/8/2015
1,114,2015,Jul,28,11,2,0,PRT,0,A               ,Transient,76.5,9,City,CTransient2015July11-9,7/11/2015
0,18,2015,Jul,29,18,2,0,PRT,0,A               ,Transient-Party,75,12,City,CTransient-Party2015July18-12,7/18/2015
0,20,2015,Jul,30,22,2,0,PRT,0,A               ,Transient-Party,62,29,City,CTransient-Party2015July22-29,7/22/2015
0,132,2015,Jul,30,23,2,0,PRT,0,A               ,Transient-Party,90,17,City,CTransient-Party2015July23-17,7/23/2015
0,0,2015,Jul,30,24,2,0,PRT,0,A               ,Transient,0,2,City,CTransient2015July24-2,7/24/2015
1,110,2015,Jul,30,25,2,0,ITA,0,A               ,Transient-Party,94.5,8,City,CTransient-Party2015July25-8,7/25/2015
0,16,2015,Jul,30,25,2,0,PRT,0,A               ,Transient-Party,86,27,City,CTransient-Party2015July25-27,7/25/2015
1,87,2015,Jul,31,26,2,0,PRT,0,A               ,Transient,58.9,5,City,CTransient2015July26-5,7/26/2015
0,25,2015,Jul,31,27,2,0,PRT,0,A               ,Transient-Party,62,16,City,CTransient-Party2015July27-16,7/27/2015
1,27,2015,Jul,31,27,2,0,PRT,0,A               ,Transient-Party,62,19,City,CTransient-Party2015July27-19,7/27/2015
0,64,2015,Jul,31,28,2,0,DEU,0,A               ,Transient,88.4,8,City,CTransient2015July28-8,7/28/2015
1,117,2015,Aug,31,1,2,0,ITA,0,A               ,Transient-Party,94.5,17,City,CTransient-Party2015August1-17,8/1/2015
1,28,2015,Aug,32,3,2,0,PRT,0,A               ,Transient-Party,62,15,City,CTransient-Party2015August3-15,8/3/2015
0,34,2015,Aug,32,5,3,0,ESP,0,A               ,Transient,84,1,City,CTransient2015August5-1,8/5/2015
1,1,2015,Aug,32,5,1,0,RUS,0,A               ,Transient-Party,6,6,City,CTransient-Party2015August5-6,8/5/2015
1,34,2015,Aug,32,5,2,0,PRT,0,A               ,Transient-Party,62,21,City,CTransient-Party2015August5-21,8/5/2015
0,12,2015,Aug,32,5,1,0,RUS,0,A               ,Transient-Party,60,34,City,CTransient-Party2015August5-34,8/5/2015
0,12,2015,Aug,32,5,2,0,RUS,0,A               ,Transient-Party,65,43,City,CTransient-Party2015August5-43,8/5/2015
0,12,2015,Aug,32,5,2,0,RUS,0,A               ,Transient-Party,65,46,City,CTransient-Party2015August5-46,8/5/2015
0,34,2015,Aug,32,5,3,0,ESP,0,A               ,Transient-Party,84,72,City,CTransient-Party2015August5-72,8/5/2015
0,0,2015,Aug,32,6,1,0,CHN,0,A               ,Transient,81,3,City,CTransient2015August6-3,8/6/2015
0,0,2015,Aug,32,6,2,0,PRT,0,A               ,Contract,81,3,City,CContract2015August6-3,8/6/2015
0,0,2015,Aug,32,6,2,0,PRT,0,A               ,Transient,0,6,City,CTransient2015August6-6,8/6/2015
0,1,2015,Aug,32,7,1,0,PRT,0,E               ,Transient,60,8,City,CTransient2015August7-8,8/7/2015
0,0,2015,Aug,32,7,2,0,PRT,0,A               ,Contract,90,9,City,CContract2015August7-9,8/7/2015
0,0,2015,Aug,32,8,2,0,BRA,0,D               ,Transient,100,11,City,CTransient2015August8-11,8/8/2015
0,0,2015,Aug,33,11,2,0,FRA,0,A               ,Contract,124,6,City,CContract2015August11-6,8/11/2015
1,89,2015,Aug,33,11,2,0,PRT,0,A               ,Transient,76.5,28,City,CTransient2015August11-28,8/11/2015
0,0,2015,Aug,33,11,1,0,PRT,0,A               ,Transient-Party,88,9,City,CTransient-Party2015August11-9,8/11/2015
0,5,2015,Aug,33,12,2,0,DEU,0,A               ,Transient,75,6,City,CTransient2015August12-6,8/12/2015
0,41,2015,Aug,33,12,2,0,PRT,0,A               ,Transient-Party,62,19,City,CTransient-Party2015August12-19,8/12/2015
0,39,2015,Aug,33,14,1,0,PRT,0,A               ,Transient-Party,87,6,City,CTransient-Party2015August14-6,8/14/2015
1,39,2015,Aug,33,14,2,0,PRT,0,A               ,Transient-Party,101.5,51,City,CTransient-Party2015August14-51,8/14/2015
0,39,2015,Aug,33,14,1,0,PRT,0,A               ,Transient-Party,87,61,City,CTransient-Party2015August14-61,8/14/2015
1,39,2015,Aug,33,14,2,0,PRT,0,A               ,Transient-Party,101.5,107,City,CTransient-Party2015August14-107,8/14/2015
0,39,2015,Aug,33,14,2,0,PRT,0,A               ,Transient-Party,109,150,City,CTransient-Party2015August14-150,8/14/2015
0,10,2015,Aug,33,14,2,0,FRA,0,A               ,Transient,75,10,City,CTransient2015August14-10,8/14/2015
0,8,2015,Aug,33,15,2,0,NLD,0,A               ,Transient,75,7,City,CTransient2015August15-7,8/15/2015
1,131,2015,Aug,33,15,2,0,ITA,0,A               ,Transient-Party,94.5,52,City,CTransient-Party2015August15-52,8/15/2015
0,1,2015,Aug,33,15,3,0,ITA,0,A               ,Transient-Party,138.5,55,City,CTransient-Party2015August15-55,8/15/2015
0,0,2015,Aug,34,16,2,0,PRT,0,A               ,Transient,124,8,City,CTransient2015August16-8,8/16/2015
1,3,2015,Aug,34,17,2,0,PRT,0,A               ,Transient,130,19,City,CTransient2015August17-19,8/17/2015
1,3,2015,Aug,34,17,2,0,PRT,0,A               ,Transient,119,24,City,CTransient2015August17-24,8/17/2015
0,47,2015,Aug,34,18,1,0,DEU,0,A               ,Transient-Party,100,2,City,CTransient-Party2015August18-2,8/18/2015
0,6,2015,Aug,34,19,2,0,BEL,0,D               ,Transient,79,1,City,CTransient2015August19-1,8/19/2015
0,5,2015,Aug,34,19,1,0,PRT,0,A               ,Transient,67,13,City,CTransient2015August19-13,8/19/2015
0,10,2015,Aug,34,20,2,2,ESP,0,F               ,Transient,153,11,City,CTransient2015August20-11,8/20/2015
0,10,2015,Aug,34,20,2,0,PRT,0,A               ,Transient,106.5,15,City,CTransient2015August20-15,8/20/2015
1,0,2015,Aug,34,21,2,0,PRT,0,A               ,Transient,124,9,City,CTransient2015August21-9,8/21/2015
0,0,2015,Aug,34,22,2,2,PRT,0,A               ,Transient,130,6,City,CTransient2015August22-6,8/22/2015
0,3,2015,Aug,34,22,1,0,ITA,0,A               ,Transient-Party,36.25,30,City,CTransient-Party2015August22-30,8/22/2015
0,13,2015,Aug,35,24,2,0,ESP,0,F               ,Contract,153,1,City,CContract2015August24-1,8/24/2015
0,53,2015,Aug,35,24,2,0,ESP,0,A               ,Transient-Party,62,9,City,CTransient-Party2015August24-9,8/24/2015
0,53,2015,Aug,35,24,2,0,ESP,0,A               ,Transient-Party,62,27,City,CTransient-Party2015August24-27,8/24/2015
0,13,2015,Aug,35,24,2,0,FRA,0,A               ,Contract,90,4,City,CContract2015August24-4,8/24/2015
0,11,2015,Aug,35,24,1,0,PRT,0,A               ,Transient,67,7,City,CTransient2015August24-7,8/24/2015
0,50,2015,Aug,35,25,2,0,ESP,0,A               ,Transient,62,2,City,CTransient2015August25-2,8/25/2015
0,55,2015,Aug,35,26,1,0,ESP,0,A               ,Transient-Party,60,7,City,CTransient-Party2015August26-7,8/26/2015
0,55,2015,Aug,35,26,1,0,ESP,0,A               ,Transient-Party,60,27,City,CTransient-Party2015August26-27,8/26/2015
1,104,2015,Aug,36,30,2,0,ESP,0,A               ,Transient,90,7,City,CTransient2015August30-7,8/30/2015
0,0,2015,Aug,36,31,2,0,PRT,0,A               ,Transient,85,1,City,CTransient2015August31-1,8/31/2015
1,145,2015,Aug,36,31,2,0,PRT,0,A               ,Transient-Party,90,2,City,CTransient-Party2015August31-2,8/31/2015
0,10,2015,Aug,36,31,2,0,ESP,0,A               ,Transient,85,23,City,CTransient2015August31-23,8/31/2015
0,12,2015,Sep,36,1,2,0,ESP,0,E               ,Transient,89,6,City,CTransient2015September1-6,9/1/2015
0,20,2015,Sep,36,1,2,0,FRA,0,A               ,Transient,76.81,10,City,CTransient2015September1-10,9/1/2015
0,22,2015,Sep,36,3,1,0,SWE,0,A               ,Contract,95,7,City,CContract2015September3-7,9/3/2015
0,10,2015,Sep,36,3,2,0,PRT,0,A               ,Contract,117.67,20,City,CContract2015September3-20,9/3/2015
1,63,2015,Sep,36,4,2,0,PRT,0,A               ,Transient-Party,116,27,City,CTransient-Party2015September4-27,9/4/2015
0,2,2015,Sep,36,5,1,0,PRT,0,A               ,Transient,75,5,City,CTransient2015September5-5,9/5/2015
0,21,2015,Sep,36,5,2,0,CHE,0,A               ,Transient,105,43,City,CTransient2015September5-43,9/5/2015
