user_id,page_layout,content_type,navigation_structure,call_to_action,impressions,click,conversion
2733,Single Column,Video,Side Menu,Button,7,0,0
2734,Grid Layout,Images,Side Menu,Link,6,0,0
2735,Single Column,Text,Top Menu,Link,5,0,0
2736,Grid Layout,Video,Top Menu,Button,6,0,0
2737,Grid Layout,Video,Side Menu,Button,7,1,0
2738,Grid Layout,Video,Side Menu,Link,5,1,0
2739,Grid Layout,Text,Side Menu,Button,8,0,0
2740,Single Column,Video,Top Menu,Button,1,1,1
2741,Grid Layout,Text,Side Menu,Link,6,0,0
2742,Grid Layout,Text,Top Menu,Link,6,0,0
2743,Single Column,Text,Side Menu,Link,2,0,0
2744,Single Column,Video,Top Menu,Button,3,0,0
2745,Grid Layout,Video,Top Menu,Button,8,0,0
2746,Grid Layout,Images,Top Menu,Button,3,1,0
2747,Single Column,Images,Side Menu,Button,9,1,0
2748,Grid Layout,Video,Top Menu,Button,5,0,0
2749,Grid Layout,Video,Side Menu,Link,7,1,0
2750,Single Column,Text,Side Menu,Button,7,1,0
2751,Grid Layout,Images,Side Menu,Button,9,1,0
2752,Grid Layout,Video,Side Menu,Link,8,1,0
2753,Grid Layout,Video,Top Menu,Button,3,0,0
2754,Grid Layout,Video,Side Menu,Link,2,0,0
2755,Single Column,Images,Top Menu,Button,7,0,0
2756,Grid Layout,Images,Top Menu,Button,4,1,0
2757,Grid Layout,Video,Side Menu,Button,3,1,0
2758,Grid Layout,Video,Top Menu,Link,4,1,0
2759,Single Column,Images,Side Menu,Button,4,0,0
2760,Grid Layout,Video,Side Menu,Button,8,1,0
2761,Grid Layout,Text,Side Menu,Button,4,1,0
2762,Single Column,Images,Side Menu,Button,5,1,0
2763,Single Column,Video,Side Menu,Button,3,0,1
2764,Grid Layout,Video,Side Menu,Button,9,1,0
2765,Single Column,Images,Top Menu,Button,5,0,0
2766,Grid Layout,Video,Side Menu,Link,2,1,0
2767,Grid Layout,Text,Top Menu,Button,1,0,0
2768,Single Column,Video,Side Menu,Link,7,0,0
2769,Grid Layout,Video,Top Menu,Button,9,0,1
2770,Grid Layout,Images,Top Menu,Link,1,0,0
2771,Single Column,Images,Top Menu,Link,7,0,0
2772,Grid Layout,Video,Top Menu,Button,2,1,0
2773,Grid Layout,Text,Top Menu,Button,4,1,0
2774,Grid Layout,Video,Side Menu,Button,2,1,0
2775,Grid Layout,Video,Top Menu,Button,2,1,0
2776,Grid Layout,Images,Top Menu,Link,8,1,0
2777,Single Column,Text,Side Menu,Link,1,0,0
2778,Grid Layout,Text,Top Menu,Button,9,1,0
2779,Grid Layout,Text,Side Menu,Link,7,1,0
2780,Single Column,Video,Top Menu,Button,3,0,0
2781,Grid Layout,Text,Top Menu,Button,7,1,0
2782,Grid Layout,Images,Side Menu,Button,1,0,0
2783,Single Column,Video,Top Menu,Button,8,1,1
2784,Grid Layout,Images,Top Menu,Button,1,1,1
2785,Single Column,Text,Top Menu,Link,8,0,0
2786,Single Column,Video,Top Menu,Button,3,0,1
2787,Grid Layout,Images,Side Menu,Button,5,1,0
2788,Single Column,Images,Side Menu,Link,7,0,0
2789,Single Column,Video,Side Menu,Button,9,0,1
2790,Grid Layout,Images,Side Menu,Link,8,0,0
2791,Single Column,Images,Top Menu,Button,2,0,0
2792,Single Column,Video,Top Menu,Button,1,1,0
2793,Single Column,Images,Top Menu,Button,7,0,0
2794,Grid Layout,Images,Top Menu,Link,3,0,1
2795,Grid Layout,Text,Side Menu,Link,4,1,0
2796,Single Column,Images,Side Menu,Button,1,0,0
2797,Grid Layout,Text,Top Menu,Button,7,1,0
2798,Single Column,Text,Side Menu,Button,2,1,0
2799,Single Column,Text,Side Menu,Link,2,0,0
2800,Grid Layout,Images,Side Menu,Button,1,0,0
2801,Grid Layout,Video,Top Menu,Link,4,0,0
2802,Grid Layout,Video,Side Menu,Button,4,0,0
2803,Grid Layout,Images,Side Menu,Link,5,0,0
2804,Grid Layout,Text,Top Menu,Button,5,1,0
2805,Single Column,Text,Side Menu,Button,6,1,0
2806,Single Column,Images,Top Menu,Button,5,1,0
2807,Grid Layout,Video,Top Menu,Button,2,1,0
2808,Single Column,Video,Side Menu,Button,6,0,0
2809,Grid Layout,Video,Top Menu,Link,1,1,0
2810,Grid Layout,Images,Side Menu,Button,7,0,0
2811,Grid Layout,Images,Side Menu,Button,7,0,0
2812,Single Column,Text,Top Menu,Button,5,0,0
2813,Single Column,Images,Side Menu,Link,3,1,0
2814,Grid Layout,Images,Side Menu,Link,9,0,0
2815,Single Column,Video,Side Menu,Link,8,0,0
2816,Grid Layout,Text,Side Menu,Link,4,0,0
2817,Grid Layout,Video,Side Menu,Button,9,1,0
2818,Grid Layout,Images,Top Menu,Button,6,0,0
2819,Single Column,Text,Side Menu,Button,2,0,0
2820,Grid Layout,Text,Top Menu,Button,7,1,0
2821,Single Column,Text,Top Menu,Button,5,0,0
2822,Grid Layout,Text,Top Menu,Link,2,0,0
2823,Grid Layout,Images,Top Menu,Link,3,0,0
2824,Single Column,Video,Top Menu,Button,9,1,1
2825,Single Column,Images,Side Menu,Button,7,0,0
2826,Grid Layout,Text,Side Menu,Link,6,0,0
2827,Single Column,Video,Side Menu,Button,7,1,1
2828,Grid Layout,Video,Side Menu,Button,5,0,0
2829,Single Column,Images,Top Menu,Link,7,0,0
2830,Single Column,Video,Top Menu,Button,9,0,0
2831,Grid Layout,Text,Top Menu,Link,7,1,0
2832,Grid Layout,Video,Top Menu,Button,7,0,0
2833,Single Column,Video,Side Menu,Link,7,0,0
2834,Grid Layout,Video,Top Menu,Link,2,0,0
2835,Grid Layout,Images,Side Menu,Button,5,1,0
2836,Single Column,Video,Top Menu,Button,8,0,0
2837,Single Column,Video,Top Menu,Button,7,0,0
2838,Grid Layout,Video,Top Menu,Button,1,0,0
2839,Grid Layout,Video,Top Menu,Button,7,1,0
2840,Grid Layout,Images,Top Menu,Link,2,1,0
2841,Grid Layout,Video,Top Menu,Link,3,0,0
2842,Single Column,Images,Top Menu,Button,8,1,0
2843,Single Column,Images,Side Menu,Button,8,0,0
2844,Single Column,Images,Side Menu,Button,5,1,0
2845,Grid Layout,Images,Side Menu,Button,9,1,0
2846,Single Column,Video,Top Menu,Link,9,1,0
2847,Single Column,Text,Top Menu,Button,5,1,0
2848,Grid Layout,Images,Side Menu,Link,2,1,0
2849,Single Column,Text,Top Menu,Link,2,0,0
2850,Grid Layout,Text,Side Menu,Link,5,0,0
2851,Grid Layout,Video,Top Menu,Link,5,0,0
2852,Single Column,Video,Side Menu,Button,6,0,1
2853,Grid Layout,Text,Side Menu,Button,6,0,0
2854,Grid Layout,Video,Top Menu,Button,6,1,0
2855,Grid Layout,Video,Top Menu,Button,9,0,0
2856,Grid Layout,Images,Side Menu,Button,4,0,0
2857,Single Column,Images,Side Menu,Button,3,0,0
2858,Single Column,Video,Top Menu,Link,4,0,0
2859,Single Column,Images,Side Menu,Link,9,0,0
2860,Single Column,Video,Top Menu,Button,7,1,1
2861,Grid Layout,Text,Side Menu,Button,4,1,0
2862,Single Column,Images,Side Menu,Button,2,0,0
2863,Grid Layout,Text,Side Menu,Button,9,1,0
2864,Grid Layout,Video,Side Menu,Button,4,0,1
2865,Grid Layout,Images,Side Menu,Link,8,0,0
2866,Single Column,Video,Side Menu,Button,7,0,1
2867,Grid Layout,Text,Side Menu,Link,2,0,0
2868,Single Column,Text,Top Menu,Button,4,0,0
2869,Single Column,Images,Top Menu,Link,5,0,1
2870,Grid Layout,Text,Top Menu,Button,4,1,0
2871,Grid Layout,Images,Top Menu,Button,7,0,0
2872,Single Column,Images,Side Menu,Button,2,0,0
2873,Grid Layout,Video,Top Menu,Button,6,1,0
2874,Grid Layout,Text,Side Menu,Link,9,1,1
2875,Grid Layout,Images,Side Menu,Link,8,0,0
2876,Single Column,Images,Top Menu,Button,9,0,1
2877,Grid Layout,Images,Side Menu,Button,4,0,0
2878,Grid Layout,Text,Top Menu,Button,8,1,0
2879,Single Column,Images,Top Menu,Link,8,1,0
2880,Grid Layout,Video,Side Menu,Button,5,1,0
2881,Single Column,Video,Top Menu,Button,4,0,0
2882,Grid Layout,Video,Top Menu,Link,3,0,1
2883,Single Column,Text,Side Menu,Button,3,0,0
2884,Single Column,Video,Side Menu,Button,7,1,0
2885,Grid Layout,Images,Top Menu,Button,2,0,0
2886,Single Column,Video,Side Menu,Button,9,1,0
2887,Single Column,Images,Side Menu,Link,5,1,0
2888,Single Column,Text,Side Menu,Link,4,1,1
2889,Single Column,Text,Side Menu,Link,5,1,0
2890,Grid Layout,Text,Top Menu,Button,6,0,0
2891,Single Column,Text,Side Menu,Button,7,0,1
2892,Grid Layout,Video,Side Menu,Button,2,1,0
2893,Single Column,Text,Top Menu,Button,8,1,0
2894,Single Column,Video,Top Menu,Button,8,0,1
2895,Single Column,Images,Top Menu,Button,8,0,0
2896,Single Column,Images,Side Menu,Button,6,0,0
2897,Grid Layout,Images,Side Menu,Button,8,0,0
2898,Grid Layout,Video,Top Menu,Link,6,0,0
2899,Single Column,Images,Top Menu,Button,1,1,0
2900,Grid Layout,Images,Side Menu,Button,1,1,0
2901,Grid Layout,Video,Side Menu,Button,4,0,1
2902,Grid Layout,Images,Top Menu,Button,9,1,0
2903,Single Column,Video,Side Menu,Link,9,0,0
2904,Single Column,Video,Top Menu,Button,2,0,0
2905,Single Column,Video,Side Menu,Link,9,0,0
2906,Grid Layout,Video,Top Menu,Link,3,0,0
2907,Single Column,Images,Top Menu,Link,5,1,0
2908,Grid Layout,Images,Side Menu,Button,5,0,0
2909,Grid Layout,Text,Side Menu,Button,8,0,0
2910,Grid Layout,Video,Top Menu,Link,1,1,0
2911,Grid Layout,Video,Top Menu,Link,2,0,0
2912,Grid Layout,Images,Top Menu,Button,4,0,0
2913,Single Column,Text,Top Menu,Link,5,0,0
2914,Grid Layout,Images,Side Menu,Link,4,0,0
2915,Grid Layout,Text,Side Menu,Button,1,0,0
2916,Grid Layout,Images,Side Menu,Button,8,1,0
2917,Single Column,Images,Side Menu,Button,3,0,0
2918,Single Column,Images,Side Menu,Button,1,0,0
2919,Grid Layout,Images,Side Menu,Button,6,1,0
2920,Single Column,Video,Side Menu,Button,3,0,0
2921,Single Column,Text,Side Menu,Link,5,0,0
2922,Single Column,Images,Side Menu,Link,5,1,0
2923,Single Column,Images,Side Menu,Button,9,0,0
2924,Grid Layout,Images,Side Menu,Button,3,0,0
2925,Single Column,Video,Side Menu,Button,4,0,1
2926,Grid Layout,Images,Top Menu,Link,9,1,0
2927,Single Column,Text,Top Menu,Button,7,0,0
2928,Grid Layout,Images,Side Menu,Link,6,0,0
2929,Grid Layout,Text,Side Menu,Button,7,1,0
2930,Grid Layout,Images,Side Menu,Button,5,1,0
2931,Grid Layout,Text,Top Menu,Button,4,1,0
2932,Single Column,Images,Side Menu,Button,9,0,0
2933,Grid Layout,Images,Side Menu,Button,5,1,0
2934,Grid Layout,Images,Top Menu,Link,6,0,0
2935,Single Column,Video,Top Menu,Button,3,1,0
2936,Single Column,Text,Top Menu,Button,4,0,0
2937,Single Column,Text,Top Menu,Link,1,0,0
2938,Single Column,Video,Top Menu,Link,6,0,0
2939,Single Column,Video,Side Menu,Button,4,0,1
2940,Grid Layout,Video,Side Menu,Link,3,0,0
2941,Grid Layout,Text,Side Menu,Button,4,0,0
2942,Single Column,Images,Side Menu,Link,5,0,0
2943,Single Column,Images,Top Menu,Link,4,0,0
2944,Grid Layout,Images,Top Menu,Button,9,1,0
2945,Single Column,Video,Side Menu,Link,8,0,0
2946,Single Column,Video,Top Menu,Link,7,1,0
2947,Grid Layout,Video,Top Menu,Button,5,0,0
2948,Grid Layout,Images,Top Menu,Button,6,0,0
2949,Grid Layout,Video,Side Menu,Link,9,0,0
2950,Single Column,Images,Top Menu,Button,3,0,0
2951,Single Column,Video,Side Menu,Link,7,0,0
2952,Grid Layout,Video,Side Menu,Link,2,0,0
2953,Grid Layout,Video,Top Menu,Button,4,0,0
2954,Grid Layout,Video,Side Menu,Link,8,1,0
2955,Grid Layout,Images,Side Menu,Button,7,0,0
2956,Single Column,Video,Top Menu,Button,8,0,0
2957,Single Column,Text,Top Menu,Button,8,0,0
2958,Grid Layout,Images,Top Menu,Button,8,0,0
2959,Single Column,Video,Top Menu,Link,3,0,1
2960,Grid Layout,Video,Top Menu,Button,7,0,1
2961,Grid Layout,Video,Top Menu,Button,1,0,0
2962,Single Column,Text,Side Menu,Button,9,1,0
2963,Single Column,Video,Side Menu,Button,5,0,1
2964,Single Column,Text,Top Menu,Button,8,1,0
2965,Grid Layout,Video,Side Menu,Button,1,1,0
2966,Grid Layout,Video,Top Menu,Button,8,1,0
2967,Grid Layout,Images,Top Menu,Button,8,0,0
2968,Single Column,Images,Side Menu,Link,8,0,0
2969,Grid Layout,Video,Top Menu,Button,2,0,0
2970,Single Column,Video,Top Menu,Link,3,0,1
2971,Grid Layout,Text,Side Menu,Link,8,0,0
2972,Single Column,Video,Side Menu,Button,4,0,0
2973,Grid Layout,Video,Side Menu,Button,2,0,0
2974,Grid Layout,Text,Side Menu,Link,6,0,1
2975,Grid Layout,Images,Top Menu,Link,2,0,0
2976,Grid Layout,Video,Top Menu,Link,1,0,0
2977,Grid Layout,Video,Top Menu,Button,2,1,0
2978,Single Column,Images,Top Menu,Button,4,1,0
2979,Grid Layout,Text,Top Menu,Link,7,1,0
2980,Single Column,Images,Side Menu,Button,2,0,0
2981,Single Column,Text,Top Menu,Link,9,1,0
2982,Grid Layout,Video,Top Menu,Link,2,1,0
2983,Grid Layout,Video,Side Menu,Button,6,1,0
2984,Single Column,Text,Side Menu,Link,3,1,0
2985,Grid Layout,Video,Side Menu,Button,5,0,0
2986,Single Column,Images,Top Menu,Link,2,0,1
2987,Single Column,Text,Side Menu,Link,5,1,0
2988,Grid Layout,Text,Top Menu,Button,2,0,0
2989,Single Column,Images,Side Menu,Link,8,1,0
2990,Single Column,Images,Side Menu,Button,3,0,0
2991,Grid Layout,Video,Top Menu,Button,7,1,0
2992,Grid Layout,Video,Top Menu,Button,2,0,0
2993,Grid Layout,Video,Side Menu,Link,9,0,0
2994,Single Column,Images,Top Menu,Button,3,0,0
2995,Grid Layout,Text,Side Menu,Link,9,0,0
2996,Single Column,Images,Top Menu,Button,4,0,0
2997,Single Column,Text,Side Menu,Button,9,1,1
2998,Grid Layout,Images,Top Menu,Link,6,0,0
2999,Single Column,Video,Top Menu,Link,9,1,0
3000,Single Column,Images,Top Menu,Link,7,0,0
3001,Grid Layout,Text,Top Menu,Link,7,0,0
3002,Single Column,Text,Top Menu,Button,8,1,0
3003,Single Column,Text,Top Menu,Link,8,1,0
3004,Single Column,Video,Top Menu,Button,9,0,1
3005,Single Column,Video,Top Menu,Link,6,1,0
3006,Grid Layout,Text,Top Menu,Button,2,1,1
3007,Single Column,Text,Top Menu,Button,5,0,0
3008,Grid Layout,Images,Side Menu,Link,6,1,0
3009,Grid Layout,Text,Side Menu,Link,9,0,0
3010,Single Column,Images,Side Menu,Button,3,0,1
3011,Grid Layout,Video,Side Menu,Link,7,0,0
3012,Single Column,Images,Top Menu,Button,7,0,0
3013,Grid Layout,Text,Side Menu,Button,9,0,0
3014,Grid Layout,Images,Top Menu,Button,7,0,0
3015,Grid Layout,Text,Side Menu,Button,8,0,0
3016,Grid Layout,Text,Top Menu,Button,3,1,0
3017,Single Column,Images,Side Menu,Link,2,0,0
3018,Single Column,Video,Side Menu,Button,9,1,1
3019,Single Column,Video,Side Menu,Button,2,1,0
3020,Grid Layout,Video,Top Menu,Button,4,0,0
3021,Single Column,Text,Top Menu,Link,5,0,0
3022,Grid Layout,Video,Side Menu,Button,5,1,1
3023,Single Column,Text,Top Menu,Button,9,1,0
3024,Single Column,Images,Side Menu,Button,4,1,0
3025,Single Column,Video,Top Menu,Button,7,0,0
3026,Single Column,Text,Side Menu,Button,2,1,0
3027,Grid Layout,Text,Side Menu,Link,4,0,1
3028,Grid Layout,Images,Side Menu,Button,3,0,0
3029,Single Column,Video,Side Menu,Button,3,0,0
3030,Single Column,Text,Top Menu,Button,1,0,0
3031,Grid Layout,Video,Top Menu,Button,1,1,0
3032,Single Column,Video,Side Menu,Button,5,0,0
3033,Grid Layout,Video,Top Menu,Button,2,1,0
3034,Grid Layout,Text,Side Menu,Link,9,0,1
3035,Grid Layout,Video,Top Menu,Link,7,0,0
3036,Single Column,Images,Top Menu,Link,3,1,0
3037,Grid Layout,Text,Top Menu,Link,6,0,0
3038,Grid Layout,Video,Side Menu,Link,4,0,0
3039,Grid Layout,Text,Top Menu,Button,4,0,0
3040,Single Column,Video,Side Menu,Button,4,1,0
3041,Single Column,Video,Side Menu,Button,2,0,0
3042,Grid Layout,Video,Top Menu,Link,5,0,0
3043,Single Column,Video,Side Menu,Button,3,1,0
3044,Grid Layout,Images,Side Menu,Button,1,1,0
3045,Grid Layout,Video,Side Menu,Button,3,0,1
3046,Single Column,Text,Side Menu,Link,7,1,1
3047,Grid Layout,Video,Top Menu,Link,7,0,0
3048,Grid Layout,Images,Side Menu,Link,7,0,0
3049,Grid Layout,Video,Side Menu,Link,7,1,0
3050,Single Column,Text,Top Menu,Link,1,1,0
3051,Grid Layout,Images,Top Menu,Link,6,0,0
3052,Grid Layout,Images,Top Menu,Button,2,0,0
3053,Single Column,Video,Side Menu,Link,1,1,1
3054,Single Column,Text,Side Menu,Button,1,0,0
3055,Single Column,Images,Side Menu,Button,2,0,0
3056,Grid Layout,Video,Side Menu,Button,2,1,1
3057,Single Column,Video,Side Menu,Link,6,0,1
3058,Single Column,Images,Top Menu,Button,9,1,0
3059,Grid Layout,Video,Top Menu,Link,8,0,0
3060,Grid Layout,Text,Side Menu,Link,5,0,1
3061,Grid Layout,Images,Top Menu,Button,4,1,1
3062,Single Column,Images,Top Menu,Button,4,0,0
3063,Single Column,Images,Side Menu,Button,1,0,0
3064,Grid Layout,Text,Top Menu,Button,9,0,0
3065,Single Column,Text,Side Menu,Button,3,1,0
3066,Single Column,Video,Side Menu,Link,3,0,0
3067,Single Column,Images,Side Menu,Link,3,1,0
3068,Grid Layout,Text,Side Menu,Link,9,0,0
3069,Single Column,Images,Side Menu,Button,3,0,0
3070,Grid Layout,Images,Top Menu,Button,9,1,1
3071,Grid Layout,Images,Side Menu,Button,1,1,0
3072,Single Column,Video,Top Menu,Button,1,0,0
3073,Grid Layout,Video,Top Menu,Button,1,1,0
3074,Grid Layout,Text,Side Menu,Button,3,0,1
3075,Single Column,Images,Side Menu,Link,8,0,0
3076,Grid Layout,Text,Side Menu,Link,4,0,0
3077,Grid Layout,Text,Top Menu,Link,2,0,0
3078,Grid Layout,Images,Top Menu,Link,3,0,1
3079,Grid Layout,Video,Top Menu,Button,7,1,0
3080,Single Column,Images,Side Menu,Button,1,0,1
3081,Single Column,Images,Top Menu,Link,2,0,1
3082,Grid Layout,Text,Side Menu,Button,5,0,0
3083,Single Column,Video,Side Menu,Button,3,1,1
3084,Grid Layout,Video,Side Menu,Link,6,1,0
3085,Grid Layout,Video,Side Menu,Link,2,0,0
3086,Grid Layout,Video,Top Menu,Link,9,1,0
3087,Grid Layout,Video,Side Menu,Button,9,0,0
3088,Single Column,Text,Top Menu,Button,7,1,0
3089,Single Column,Text,Side Menu,Link,8,0,0
3090,Grid Layout,Video,Top Menu,Link,6,0,0
3091,Single Column,Text,Top Menu,Button,4,0,0
3092,Single Column,Images,Top Menu,Button,9,0,0
3093,Single Column,Video,Top Menu,Button,9,0,1
3094,Single Column,Text,Side Menu,Button,1,1,1
3095,Single Column,Images,Side Menu,Button,9,1,0
3096,Grid Layout,Text,Side Menu,Button,3,1,0
3097,Single Column,Text,Top Menu,Button,2,1,0
3098,Single Column,Images,Side Menu,Button,4,0,0
3099,Grid Layout,Images,Top Menu,Button,6,0,0
3100,Grid Layout,Text,Top Menu,Button,4,0,0
3101,Grid Layout,Text,Top Menu,Link,1,0,0
3102,Single Column,Video,Top Menu,Button,9,1,0
3103,Grid Layout,Video,Top Menu,Button,9,1,0
3104,Single Column,Images,Top Menu,Button,2,0,0
3105,Single Column,Video,Top Menu,Link,8,0,1
3106,Grid Layout,Images,Top Menu,Link,1,0,0
3107,Single Column,Video,Top Menu,Button,1,1,0
3108,Single Column,Text,Top Menu,Button,3,1,0
3109,Single Column,Video,Top Menu,Link,7,0,1
3110,Grid Layout,Video,Top Menu,Link,7,0,0
3111,Grid Layout,Video,Top Menu,Link,3,0,0
3112,Single Column,Images,Top Menu,Link,6,0,0
3113,Grid Layout,Video,Side Menu,Link,9,1,0
3114,Single Column,Video,Side Menu,Button,8,0,1
3115,Grid Layout,Video,Side Menu,Link,1,0,0
3116,Grid Layout,Text,Side Menu,Button,6,1,0
3117,Grid Layout,Video,Side Menu,Button,8,0,0
3118,Single Column,Video,Side Menu,Link,5,0,0
3119,Single Column,Video,Side Menu,Button,3,0,1
3120,Grid Layout,Images,Top Menu,Button,1,0,0
3121,Single Column,Text,Top Menu,Button,7,1,0
3122,Single Column,Video,Side Menu,Button,6,0,1
3123,Grid Layout,Video,Top Menu,Link,9,0,0
3124,Single Column,Video,Top Menu,Button,2,1,0
3125,Single Column,Images,Side Menu,Button,9,1,0
3126,Grid Layout,Video,Top Menu,Button,9,1,0
3127,Grid Layout,Text,Side Menu,Button,5,0,0
3128,Grid Layout,Video,Top Menu,Button,6,1,0
3129,Grid Layout,Text,Top Menu,Button,4,1,0
3130,Grid Layout,Images,Top Menu,Link,8,1,1
3131,Grid Layout,Images,Top Menu,Button,1,0,1
3132,Grid Layout,Images,Top Menu,Button,7,1,0
3133,Single Column,Images,Side Menu,Link,4,0,0
3134,Single Column,Video,Side Menu,Button,4,0,1
3135,Grid Layout,Video,Side Menu,Link,8,0,0
3136,Single Column,Video,Top Menu,Button,6,1,0
3137,Single Column,Video,Top Menu,Link,2,1,0
3138,Single Column,Text,Top Menu,Button,7,0,1
3139,Single Column,Video,Top Menu,Link,1,0,0
3140,Grid Layout,Text,Side Menu,Button,4,0,0
3141,Grid Layout,Text,Side Menu,Link,4,0,0
3142,Single Column,Text,Side Menu,Link,4,0,0
3143,Grid Layout,Video,Side Menu,Link,5,0,1
3144,Grid Layout,Video,Side Menu,Link,4,1,0
3145,Single Column,Video,Side Menu,Link,3,0,1
3146,Single Column,Video,Top Menu,Button,8,0,0
3147,Grid Layout,Text,Top Menu,Link,6,0,0
3148,Single Column,Text,Side Menu,Button,6,0,0
3149,Single Column,Text,Top Menu,Button,8,0,0
3150,Single Column,Images,Side Menu,Button,2,0,0
3151,Single Column,Images,Side Menu,Link,8,1,0
3152,Single Column,Text,Side Menu,Button,3,0,0
3153,Grid Layout,Images,Side Menu,Button,8,0,0
3154,Single Column,Video,Side Menu,Button,4,1,0
3155,Grid Layout,Images,Top Menu,Button,3,0,0
3156,Grid Layout,Images,Top Menu,Button,7,0,0
3157,Grid Layout,Video,Top Menu,Button,7,1,0
3158,Single Column,Video,Top Menu,Button,3,1,0
3159,Single Column,Video,Side Menu,Button,4,1,0
3160,Single Column,Images,Top Menu,Button,2,0,1
3161,Single Column,Text,Top Menu,Link,8,0,0
3162,Grid Layout,Images,Top Menu,Button,8,0,0
3163,Grid Layout,Video,Top Menu,Button,1,1,0
3164,Grid Layout,Text,Side Menu,Button,6,1,0
3165,Grid Layout,Text,Side Menu,Button,2,0,0
3166,Single Column,Text,Side Menu,Button,6,0,0
3167,Single Column,Text,Top Menu,Link,1,1,0
3168,Single Column,Text,Side Menu,Button,6,0,0
3169,Grid Layout,Video,Top Menu,Button,5,1,0
3170,Single Column,Images,Top Menu,Button,6,0,0
3171,Single Column,Images,Top Menu,Link,2,1,0
3172,Grid Layout,Text,Top Menu,Link,9,0,0
3173,Single Column,Text,Top Menu,Link,7,0,0
3174,Grid Layout,Video,Side Menu,Button,5,0,0
3175,Grid Layout,Images,Top Menu,Button,8,1,0
3176,Grid Layout,Images,Side Menu,Button,1,0,0
3177,Grid Layout,Text,Top Menu,Link,3,0,0
3178,Grid Layout,Video,Top Menu,Button,6,1,0
3179,Grid Layout,Text,Top Menu,Link,9,0,1
3180,Grid Layout,Video,Side Menu,Link,1,0,0
3181,Grid Layout,Video,Side Menu,Button,2,1,0
3182,Grid Layout,Video,Side Menu,Link,6,1,0
3183,Grid Layout,Images,Side Menu,Button,6,1,0
3184,Single Column,Video,Top Menu,Link,7,0,0
3185,Single Column,Text,Top Menu,Link,7,0,0
3186,Single Column,Images,Top Menu,Button,3,0,1
3187,Grid Layout,Text,Side Menu,Button,9,1,0
3188,Single Column,Video,Side Menu,Link,9,1,0
3189,Grid Layout,Images,Side Menu,Button,9,1,0
3190,Grid Layout,Video,Top Menu,Button,5,1,0
3191,Grid Layout,Text,Side Menu,Button,6,0,1
3192,Grid Layout,Images,Side Menu,Button,4,0,0
3193,Single Column,Text,Side Menu,Link,4,0,0
3194,Single Column,Images,Top Menu,Button,4,0,0
3195,Single Column,Video,Side Menu,Button,7,0,0
3196,Single Column,Images,Side Menu,Button,8,1,0
3197,Single Column,Video,Top Menu,Button,9,0,0
3198,Single Column,Text,Side Menu,Button,7,1,1
3199,Single Column,Text,Side Menu,Button,5,0,0
3200,Single Column,Text,Side Menu,Button,9,1,0
3201,Single Column,Images,Top Menu,Button,3,0,0
3202,Grid Layout,Text,Top Menu,Link,9,0,0
3203,Single Column,Text,Side Menu,Button,9,0,0
3204,Single Column,Video,Top Menu,Button,1,1,1
3205,Grid Layout,Text,Side Menu,Link,6,0,0
3206,Grid Layout,Text,Top Menu,Link,4,0,0
3207,Grid Layout,Text,Top Menu,Link,3,0,0
3208,Single Column,Text,Top Menu,Link,9,0,0
3209,Single Column,Video,Top Menu,Button,3,0,1
3210,Grid Layout,Video,Top Menu,Link,5,0,0
3211,Grid Layout,Images,Side Menu,Button,9,0,0
3212,Single Column,Video,Side Menu,Link,7,1,0
3213,Grid Layout,Video,Side Menu,Button,4,0,1
3214,Grid Layout,Text,Top Menu,Button,8,0,0
3215,Grid Layout,Video,Side Menu,Link,1,0,0
3216,Single Column,Text,Side Menu,Button,8,1,1
3217,Single Column,Images,Side Menu,Link,3,0,0
3218,Grid Layout,Text,Top Menu,Link,7,0,0
3219,Single Column,Video,Top Menu,Button,4,1,0
3220,Grid Layout,Text,Side Menu,Button,9,1,1
3221,Grid Layout,Video,Top Menu,Link,2,0,0
3222,Grid Layout,Video,Side Menu,Button,5,1,0
3223,Single Column,Video,Top Menu,Button,1,0,0
3224,Grid Layout,Images,Top Menu,Button,7,0,0
3225,Grid Layout,Video,Top Menu,Button,1,1,0
3226,Single Column,Images,Side Menu,Link,9,1,0
3227,Grid Layout,Images,Side Menu,Link,9,1,0
3228,Grid Layout,Images,Top Menu,Link,9,1,0
3229,Single Column,Text,Top Menu,Link,7,1,0
3230,Grid Layout,Text,Top Menu,Link,3,0,0
3231,Grid Layout,Video,Top Menu,Button,8,1,1
3232,Grid Layout,Text,Side Menu,Link,2,0,0
3233,Single Column,Text,Top Menu,Link,1,0,0
3234,Single Column,Text,Side Menu,Button,3,0,0
3235,Grid Layout,Video,Top Menu,Button,5,0,0
3236,Grid Layout,Text,Top Menu,Button,2,0,0
3237,Single Column,Text,Top Menu,Button,8,1,0
3238,Single Column,Images,Side Menu,Link,9,0,0
3239,Single Column,Video,Top Menu,Button,5,1,1
3240,Single Column,Text,Top Menu,Button,1,0,0
3241,Grid Layout,Images,Top Menu,Link,6,0,0
3242,Grid Layout,Text,Top Menu,Button,2,0,0
3243,Single Column,Video,Top Menu,Link,4,0,0
3244,Single Column,Images,Side Menu,Button,3,1,0
3245,Single Column,Images,Side Menu,Button,6,0,0
3246,Grid Layout,Text,Side Menu,Link,1,0,0
3247,Grid Layout,Video,Top Menu,Button,8,1,0
3248,Single Column,Text,Side Menu,Link,9,0,0
