ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,cluster
9347,1956,Master,Together,50943,0,49,1,1,0,3,5,2
9699,1966,Graduation,Divorced,67272,0,12,3,6,2,12,5,1
10664,1949,Master,Widow,51529,0,14,2,9,1,5,8,1
5455,1971,PhD,Married,32011,1,89,3,2,1,4,7,2
456,1986,2n Cycle,Married,7500,1,96,2,2,0,3,8,2
5012,1989,Graduation,Married,28691,1,56,1,1,0,3,8,2
7495,1948,PhD,Married,56223,0,72,2,2,1,5,4,2
5029,1946,Graduation,Married,18100,0,14,1,0,0,3,5,2
10642,1989,Graduation,Single,30279,1,13,1,1,0,3,8,2
2106,1974,2n Cycle,Married,20130,0,99,1,1,0,3,8,2
10364,1959,Graduation,Divorced,23295,0,72,1,1,0,2,8,2
5954,1972,Master,Divorced,42618,1,92,2,5,0,4,8,2
1137,1964,Graduation,Single,81246,0,87,1,4,5,7,1,0
2541,1976,Graduation,Married,24027,1,7,2,2,0,3,8,2
1142,1953,PhD,Married,55707,0,91,2,3,2,9,3,0
2276,1955,Graduation,Single,57959,0,71,5,4,7,11,3,0
2807,1969,Graduation,Married,56796,0,24,3,8,9,7,7,1
6471,1971,Master,Single,36230,1,17,1,2,0,4,5,2
6131,1980,2n Cycle,Married,70829,1,87,2,4,2,8,3,0
6233,1976,Graduation,Married,65991,0,21,3,9,5,10,7,1
4148,1972,Graduation,Married,38988,1,90,7,5,1,6,8,1
4947,1966,2n Cycle,Single,89572,0,44,1,7,7,9,4,0
3225,1984,Master,Married,42207,1,71,4,4,1,5,6,2
7540,1952,Graduation,Married,50300,0,52,2,2,1,8,2,0
10648,1982,2n Cycle,Together,66664,0,78,1,5,7,6,3,0
1992,1964,Graduation,Married,60597,0,2,4,2,2,8,7,1
7851,1949,Graduation,Widow,70165,0,60,1,3,7,11,1,0
8594,1958,PhD,Widow,50520,0,25,2,3,1,3,6,2
7059,1963,Graduation,Married,80124,0,47,1,3,7,8,1,0
2815,1975,Graduation,Married,33183,1,46,2,4,0,3,7,2
2416,1969,PhD,Single,66582,0,83,1,2,8,9,1,0
7999,1955,PhD,Together,75261,0,17,1,5,6,5,2,0
9213,1970,Graduation,Widow,31880,1,13,1,1,0,2,8,2
9697,1951,Graduation,Married,53790,0,86,3,7,2,8,6,1
3916,1971,PhD,Together,49269,1,92,3,7,3,12,7,1
2021,1975,Graduation,Married,61456,0,47,4,6,10,13,4,0
1581,1980,Graduation,Married,37406,1,18,1,1,0,2,8,2
564,1981,PhD,Together,56937,1,81,7,8,6,9,6,1
6619,1978,Graduation,Married,38415,1,91,2,1,0,3,7,2
9081,1988,Graduation,Single,20518,1,58,1,1,1,2,5,2
178,1956,Graduation,Married,62503,0,40,4,8,3,11,5,1
916,1972,PhD,Single,41644,1,67,2,1,0,3,3,2
5512,1977,Master,Married,55842,0,19,1,7,1,8,5,1
8970,1972,PhD,Married,62010,0,93,4,6,2,7,5,1
10581,1977,Graduation,Married,41124,1,41,7,7,3,4,8,1
5300,1973,Master,Married,38961,1,60,1,2,1,2,7,2
5154,1972,Master,Divorced,37760,1,54,1,2,0,3,6,2
8346,1974,Graduation,Single,32233,1,26,2,6,2,2,9,2
1676,1975,Graduation,Married,43057,0,30,4,4,2,5,5,1
9286,1960,Master,Together,83151,0,93,1,5,9,4,3,0
2426,1964,PhD,Divorced,78825,0,35,1,5,10,13,3,0
5172,1976,Master,Together,65104,0,4,2,3,5,7,7,0
5562,1974,Graduation,Married,60093,0,92,2,7,2,10,6,1
3436,1969,Graduation,Married,14045,1,24,1,1,0,3,7,2
3921,1952,2n Cycle,Widow,28457,0,96,1,4,1,4,8,2
3403,1958,PhD,Together,78952,0,11,2,2,5,12,6,0
22,1976,Graduation,Divorced,46310,1,99,2,6,1,5,8,1
10965,1955,Graduation,Together,76005,0,72,1,3,5,13,6,0
9426,1964,Master,Single,58308,0,77,4,2,6,3,8,2
6605,1944,PhD,Divorced,55614,0,85,1,9,4,6,7,1
3136,1962,Master,Divorced,59432,0,88,3,5,3,11,5,1
8737,1978,Graduation,Divorced,55563,0,22,1,2,0,3,3,2
11088,1971,PhD,Together,78642,0,83,1,4,9,4,6,0
716,1949,PhD,Together,67911,0,63,3,6,7,11,3,0
466,1944,Graduation,Married,65275,0,9,1,4,3,13,2,0
9135,1950,Graduation,Together,27203,1,92,2,1,1,2,8,2
10623,1961,Master,Together,48330,0,2,1,1,0,3,5,2
8151,1990,Basic,Married,24279,0,6,1,4,1,3,8,2
5140,1985,PhD,Married,64355,1,66,2,4,3,12,8,1
10160,1956,Master,Together,50943,0,49,1,1,0,3,5,2
4945,1953,Graduation,Widow,53653,0,29,2,10,4,12,6,1
10584,1976,Graduation,Married,65665,0,77,1,5,10,8,3,0
6071,1989,Graduation,Single,81217,0,77,1,3,7,11,1,0
3386,1992,Graduation,Married,34935,0,71,1,2,1,4,7,2
8939,1959,Graduation,Divorced,61250,0,49,6,5,2,12,5,1
9925,1981,PhD,Together,39665,1,97,3,4,2,3,7,2
4320,1979,Graduation,Single,60152,0,6,1,6,4,12,3,0
5389,1964,Graduation,Married,48920,0,93,3,6,2,5,7,1
6036,1959,Master,Together,89120,0,78,1,5,6,7,1,0
182,1946,PhD,Together,44124,0,62,4,6,2,5,8,1
203,1975,Master,Single,81169,0,47,1,5,7,9,2,0
11025,1961,Graduation,Married,36443,1,9,4,3,1,3,8,2
10203,1990,Graduation,Single,26095,1,77,1,1,0,3,7,2
4607,1959,Graduation,Together,71367,0,24,1,4,5,7,2,0
3711,1944,Master,Married,80184,0,19,1,6,3,10,3,0
3696,1965,Graduation,Divorced,30630,1,67,2,2,0,3,7,2
2532,1987,Master,Single,73454,0,95,1,2,4,6,5,0
9214,1991,Graduation,Married,42691,0,48,1,5,1,6,5,2
4943,1953,Graduation,Married,70503,0,73,1,2,4,9,6,0
35,1987,Graduation,Married,25545,1,35,3,2,2,3,6,2
2258,1986,Graduation,Married,32880,1,76,1,1,0,3,8,2
4322,1958,PhD,Together,77863,0,20,1,4,5,10,2,0
713,1977,Master,Married,50353,0,72,1,4,4,6,3,0
4702,1964,Graduation,Single,61839,0,20,1,4,8,4,8,0
3281,1960,PhD,Married,49154,1,69,6,4,1,8,6,1
702,1975,2n Cycle,Widow,47682,0,80,4,4,3,8,5,1
2004,1969,Graduation,Single,72679,0,65,1,4,7,5,1,0
4769,1977,Master,Together,57954,1,52,7,8,2,6,7,1
4437,1962,Graduation,Married,65316,1,65,2,3,2,5,4,0
8724,1982,Graduation,Single,28567,1,57,2,2,0,3,6,2
10741,1951,Master,Together,47352,0,70,4,6,1,5,7,1
1991,1967,Graduation,Together,44931,0,0,1,2,1,3,5,2
6931,1967,Graduation,Divorced,76982,0,19,1,8,3,4,4,0
11096,1952,2n Cycle,Together,57247,0,50,2,2,1,7,2,0
304,1981,Master,Single,22944,1,67,3,3,0,3,7,2
3665,1977,2n Cycle,Together,25315,1,46,3,3,0,3,8,2
10591,1969,Graduation,Widow,43638,0,37,2,4,1,4,7,2
5036,1984,PhD,Single,42710,1,38,2,4,5,3,6,2
5547,1982,PhD,Married,84169,0,9,1,7,6,6,3,0
7822,1976,Graduation,Together,54058,0,56,2,4,6,8,3,0
8541,1990,2n Cycle,Married,24683,1,98,2,2,0,4,5,2
10955,1964,Graduation,Widow,85620,0,68,1,3,6,4,1,0
4368,1980,Graduation,Married,47850,1,72,1,3,0,4,6,2
9671,1968,Graduation,Married,19514,1,47,4,3,1,2,8,2
2256,1973,Master,Married,27159,1,33,2,1,0,3,6,2
4279,1963,2n Cycle,Single,39548,1,87,2,1,1,3,3,2
5371,1989,Graduation,Single,21474,1,0,2,3,1,2,7,2
9240,1971,PhD,Single,60504,0,73,2,6,2,8,6,1
9460,1963,Graduation,Married,22419,0,74,1,3,2,2,8,2
9504,1949,Master,Married,81698,0,4,1,3,8,13,1,0
8692,1952,Graduation,Together,43462,1,50,6,4,1,5,8,1
448,1978,PhD,Single,54880,1,57,2,6,2,11,5,1
8314,1982,Graduation,Married,79908,0,30,1,5,6,7,2,0
8420,1970,2n Cycle,Married,15315,0,27,2,2,0,4,5,2
3174,1959,Graduation,Together,87771,0,61,1,5,10,4,6,0
7685,1978,Graduation,Married,33039,1,4,1,2,0,4,5,2
3179,1980,Graduation,Single,81741,0,75,0,6,6,7,2,0
9780,1971,Master,Together,71499,0,12,2,8,3,13,4,0
10681,1970,2n Cycle,Married,62466,0,13,5,6,3,12,4,1
10232,1963,PhD,Divorced,48799,0,9,3,3,2,7,3,0
4184,1950,PhD,Together,52157,0,48,2,3,2,5,4,2
9120,1962,Graduation,Single,66565,0,80,4,4,2,9,8,1
891,1951,Master,Together,29298,1,60,1,1,0,2,5,2
10381,1979,Graduation,Single,47691,0,43,1,1,0,2,6,2
3525,1970,Graduation,Together,38200,1,19,1,1,0,2,7,2
6818,1974,Graduation,Married,44989,0,26,5,5,1,5,6,1
3526,1968,PhD,Married,38443,1,58,2,1,0,3,7,2
8181,1978,2n Cycle,Single,38593,1,42,3,4,1,3,8,2
1029,1970,PhD,Together,64413,0,27,1,5,1,5,5,2
7369,1981,Master,Married,36959,1,56,2,2,0,3,8,2
2574,1977,PhD,Married,61996,0,27,3,6,4,8,5,1
8159,1968,Graduation,Married,51287,1,10,3,4,1,3,7,2
1160,1970,Graduation,Married,13260,1,48,4,3,0,3,8,2
10242,1966,PhD,Together,47472,1,39,2,2,0,4,5,2
5253,1956,Master,Together,54603,1,85,6,4,2,4,7,1
5966,1974,PhD,Married,45207,1,64,5,3,1,6,6,1
5314,1951,Graduation,Together,40689,0,69,7,7,1,5,8,1
5081,1967,2n Cycle,Together,47821,1,54,1,1,0,3,8,2
5123,1951,Master,Married,27450,0,57,1,2,1,3,7,2
5756,1983,Graduation,Together,39453,1,64,2,2,0,3,6,2
8036,1971,2n Cycle,Together,26850,1,10,4,2,1,4,4,2
9058,1955,Graduation,Widow,79800,0,65,1,5,11,5,3,0
5057,1961,Master,Married,61794,0,74,2,4,4,10,2,0
254,1955,Graduation,Together,53863,0,4,3,7,1,7,7,1
4179,1959,Graduation,Together,24221,0,94,1,1,1,3,4,2
3710,1984,PhD,Single,39684,1,41,2,2,1,2,7,2
7627,1975,Master,Married,92163,0,25,0,5,11,5,2,0
4501,1965,Master,Single,69882,0,94,1,3,7,9,1,0
6424,1977,Graduation,Together,33178,1,9,1,1,0,3,4,2
3075,1972,PhD,Married,59973,0,47,1,3,4,7,1,0
4992,1975,Master,Together,17459,1,12,3,3,1,2,7,2
5252,1969,Graduation,Divorced,23910,1,80,1,2,0,3,7,2
7444,1969,Master,Married,42169,1,20,2,1,0,3,8,2
6919,1978,2n Cycle,Married,26224,1,39,3,2,1,3,6,2
3537,1981,Graduation,Together,31089,1,57,3,3,0,4,8,2
10277,1961,Graduation,Single,30081,0,27,1,1,0,3,7,2
2453,1960,Graduation,Together,62807,0,83,3,5,3,12,5,1
7972,1955,Graduation,Single,72906,0,79,1,3,4,9,1,0
895,1948,PhD,Married,61467,0,69,3,5,2,10,5,1
1177,1966,Master,Together,49618,1,77,4,3,1,3,7,2
7141,1986,Master,Single,21888,1,15,4,5,1,2,10,2
7232,1973,Graduation,Widow,42429,0,99,2,1,1,3,5,2
8477,1956,Graduation,Divorced,26150,2,61,1,1,0,3,7,2
2457,1975,Basic,Married,30801,0,23,2,1,0,3,7,2
988,1965,Graduation,Married,81168,0,84,1,6,4,7,3,0
7930,1969,Master,Single,26877,0,74,2,3,1,6,6,2
4587,1944,Master,Widow,45006,0,90,1,3,1,7,3,2
6682,1973,Basic,Married,18978,1,41,1,1,0,3,8,2
6222,1967,Graduation,Married,22574,2,28,2,2,0,3,7,2
10299,1969,PhD,Single,48240,0,73,3,6,3,13,5,1
3083,1974,Graduation,Married,45837,1,88,5,6,2,5,7,1
8953,1965,Master,Single,35791,2,94,2,1,0,3,8,2
1503,1976,PhD,Together,162397,1,31,0,0,0,1,1,0
8650,1978,Graduation,Widow,54162,1,31,1,1,0,3,4,2
10862,1960,Master,Married,30522,0,6,5,1,2,9,2,2
2782,1961,PhD,Married,54456,0,23,3,6,1,7,6,1
6941,1971,Graduation,Single,31632,0,92,1,2,1,2,7,2
10972,1949,Graduation,Widow,72298,0,52,1,4,3,6,1,0
10708,1978,2n Cycle,Single,36975,1,50,1,1,0,3,7,2
6583,1955,2n Cycle,Married,72635,0,54,1,6,8,6,3,0
3641,1976,Graduation,Married,13624,1,93,2,2,0,3,6,2
10156,1975,Graduation,Single,84196,0,56,1,8,4,7,3,0
4299,1960,Graduation,Together,70971,0,28,7,11,11,5,7,1
3469,1977,PhD,Divorced,34487,1,94,3,3,0,3,9,2
5063,1977,Graduation,Single,28769,1,76,3,4,1,4,9,2
10727,1970,PhD,Married,69084,1,43,2,7,3,13,8,1
9624,1958,PhD,Together,65488,0,46,1,3,4,6,1,0
5156,1970,2n Cycle,Married,62466,0,13,5,6,3,12,4,1
4376,1960,2n Cycle,Single,32218,0,27,1,2,1,3,7,2
8923,1973,Graduation,Single,83917,0,12,1,6,7,7,3,0
8461,1962,Graduation,Divorced,46102,2,3,1,1,0,2,7,2
6945,1952,Graduation,Single,84574,0,72,1,9,11,11,5,0
944,1962,Graduation,Married,56181,0,6,1,4,2,7,4,0
1907,1950,Master,Divorced,63120,0,53,5,8,4,9,7,1
701,1971,Graduation,Married,73691,0,58,2,6,2,8,2,0
3856,1960,Graduation,Together,63381,0,78,4,4,5,13,2,0
4149,1948,PhD,Together,76140,0,57,1,5,9,6,2,0
2131,1959,PhD,Divorced,62859,0,37,4,9,4,6,6,1
2942,1964,Graduation,Single,45906,0,20,2,5,4,4,5,2
1173,1947,Master,Together,77632,0,73,1,4,2,6,2,0
4381,1971,PhD,Married,46463,1,56,7,3,1,6,6,1
4611,1970,Graduation,Together,105471,0,36,0,9,8,13,3,0
3376,1970,Master,Divorced,55282,1,9,1,3,1,6,4,2
4679,1977,Master,Married,78710,0,42,3,7,6,12,4,0
10928,1958,Graduation,Together,66886,0,28,2,7,1,7,5,1
4248,1960,Master,Single,98777,0,23,0,4,6,9,1,0
6728,1985,Graduation,Together,29103,1,38,2,1,0,3,9,2
6661,1974,Graduation,Married,67445,0,63,5,9,6,12,6,1
4725,1950,PhD,Together,50616,0,71,1,1,1,4,2,2
3277,1955,Graduation,Divorced,49431,0,9,2,7,1,5,8,1
5555,1975,Graduation,Divorced,153924,0,81,0,0,0,0,0,0
2564,1953,Graduation,Together,61278,0,87,2,3,1,4,6,2
946,1958,2n Cycle,Together,26490,0,92,2,3,1,5,6,2
3867,1947,PhD,Together,73059,0,36,1,9,3,13,4,0
6940,1966,PhD,Single,46734,1,86,4,3,2,3,6,2
55,1963,Graduation,Together,56253,0,83,4,7,2,9,6,1
7093,1985,Graduation,Married,19986,1,74,1,0,0,3,7,2
5084,1975,Graduation,Widow,58330,0,87,1,6,4,13,4,0
1777,1980,Basic,Married,25965,0,29,1,2,0,3,8,2
8162,1956,Master,Together,14661,0,88,1,1,0,3,6,2
10826,1959,Graduation,Married,18690,0,77,1,1,1,2,8,2
8754,1974,PhD,Together,45068,0,25,1,1,0,2,7,2
1987,1987,Basic,Single,21063,1,34,2,2,0,3,6,2
11007,1968,PhD,Married,29187,1,43,1,1,0,3,8,2
7426,1971,2n Cycle,Married,54690,1,76,3,3,1,5,3,2
9153,1964,PhD,Married,59304,0,81,3,7,8,10,5,0
10379,1962,Master,Single,59247,0,87,5,5,2,9,6,1
9204,1970,Graduation,Widow,66731,0,33,4,4,3,6,3,0
3197,1980,Graduation,Married,77353,0,38,2,6,4,8,4,0
2920,1975,PhD,Single,52614,0,63,2,2,4,8,8,2
6961,1974,Graduation,Married,26751,2,26,1,1,0,2,8,2
4673,1963,PhD,Married,81300,0,17,3,10,3,5,5,1
9937,1979,Graduation,Single,70337,0,75,1,2,2,12,1,0
8779,1985,2n Cycle,Married,36145,1,13,4,4,1,3,9,2
9596,1980,PhD,Single,65295,0,19,1,3,3,13,2,0
2891,1963,Graduation,Divorced,68118,0,51,2,8,9,4,6,0
4910,1967,Graduation,Divorced,68743,0,81,1,11,5,13,7,1
75,1982,2n Cycle,Together,41039,0,32,1,8,1,5,8,1
10120,1955,Graduation,Together,38946,0,84,2,3,1,6,5,2
6327,1967,Graduation,Together,65777,0,87,1,2,8,6,1,0
10142,1976,PhD,Divorced,66476,0,99,2,5,2,11,4,0
9826,1972,PhD,Single,86857,0,96,1,5,6,10,2,0
1501,1982,PhD,Married,160803,0,21,15,0,28,1,0,0
10767,1989,PhD,Together,77845,0,40,1,3,5,12,1,0
7279,1969,PhD,Together,69476,0,3,1,4,6,4,2,0
7230,1960,PhD,Divorced,50611,0,98,6,4,5,7,6,1
143,1970,Graduation,Single,61209,0,73,1,5,3,4,2,0
450,1958,Master,Together,42315,0,90,3,1,4,4,3,2
9316,1952,Basic,Together,13084,0,29,1,1,0,3,6,2
6379,1949,Master,Widow,47570,1,3,3,2,2,2,7,2
9239,1961,Master,Married,61923,0,94,1,2,1,4,3,2
8315,1995,Graduation,Single,34824,0,65,1,1,0,2,6,2
2868,1949,PhD,Single,26518,1,33,3,2,0,3,8,2
10888,1961,Graduation,Single,45938,0,46,2,8,4,6,6,1
1277,1960,Graduation,Together,78468,0,29,1,10,7,10,4,0
9977,1973,Graduation,Divorced,78901,0,99,3,9,3,5,4,1
10196,1978,Graduation,Married,71427,2,26,2,8,2,8,4,0
6384,1978,Graduation,Divorced,71022,0,30,3,5,2,11,8,1
8029,1988,Master,Single,90247,0,27,1,3,4,7,1,0
968,1968,Master,Divorced,41335,1,24,3,4,1,4,7,2
6988,1986,Graduation,Married,71952,1,93,2,8,4,8,4,0
4472,1970,PhD,Divorced,35682,1,34,1,1,1,3,2,2
6991,1951,Graduation,Divorced,43185,0,88,2,9,3,6,8,1
3336,1948,PhD,Together,66375,0,96,3,2,4,5,7,2
4301,1971,Master,Married,35178,1,10,1,1,1,2,7,2
1940,1986,Graduation,Married,25252,1,26,1,1,0,2,8,2
1272,1965,Master,Single,55250,0,49,4,7,5,10,5,1
1388,1975,Graduation,Single,33249,1,11,2,2,1,3,6,2
1044,1953,Graduation,Together,58398,0,44,3,5,4,8,4,0
6969,1982,Graduation,Together,50272,1,75,3,4,1,5,7,2
10479,1975,PhD,Married,76618,0,64,1,3,2,5,1,0
3619,1960,2n Cycle,Divorced,87305,0,19,1,5,3,8,2,0
1715,1978,Graduation,Together,25851,1,45,2,2,0,3,7,2
10159,1970,Graduation,Divorced,58710,0,77,6,11,5,9,6,1
1463,1958,Graduation,Single,45160,1,9,1,1,0,2,7,2
5114,1965,Master,Married,74806,0,1,2,5,4,5,4,0
4990,1954,Graduation,Married,59111,0,90,1,11,1,8,7,1
4329,1984,PhD,Married,18988,1,43,2,1,0,3,7,2
10936,1965,Graduation,Married,72190,0,79,1,5,6,4,3,0
4692,1976,Graduation,Married,7500,1,19,5,4,1,2,9,2
7212,1966,Graduation,Married,44794,0,99,1,2,0,3,6,2
6086,1955,Graduation,Married,80395,0,62,1,6,5,12,2,0
437,1976,Master,Divorced,75012,0,41,1,3,8,11,1,0
11171,1965,Master,Married,56962,2,60,7,6,3,5,7,1
11101,1991,Graduation,Together,89891,0,17,1,11,6,8,4,0
5329,1949,PhD,Divorced,35946,1,24,1,0,0,3,5,2
610,1953,PhD,Together,53593,1,60,8,7,2,6,8,1
9384,1978,Graduation,Married,66373,1,57,7,4,2,10,3,1
5956,1948,PhD,Divorced,45072,1,74,5,6,1,4,8,1
10430,1973,Graduation,Divorced,89694,1,22,3,4,3,4,5,0
7875,1949,Graduation,Married,72025,0,46,1,4,8,13,2,0
7072,1973,Graduation,Married,67432,0,69,2,8,5,4,4,0
6255,1952,Master,Together,70545,0,29,1,4,1,7,2,0
6516,1989,Basic,Married,17487,1,37,1,1,0,2,7,2
5564,1969,Graduation,Together,62882,0,26,2,7,5,6,4,0
5682,1953,PhD,Single,64108,0,8,4,6,9,11,5,0
7458,1956,Master,Together,34941,1,26,2,3,0,3,8,2
5237,1950,PhD,Single,48767,1,79,3,2,1,3,5,2
7761,1978,2n Cycle,Together,38702,1,71,2,3,0,4,6,2
5278,1964,Graduation,Married,82224,0,83,1,6,9,5,3,0
3560,1952,Graduation,Together,83844,0,57,1,4,4,11,1,0
7235,1975,2n Cycle,Married,17003,1,37,3,2,0,4,5,2
10548,1995,Graduation,Single,71163,0,30,1,3,8,12,1,0
2281,1970,Graduation,Single,33697,1,34,1,1,0,2,7,2
4073,1954,2n Cycle,Married,63564,0,0,1,10,10,7,6,0
6974,1972,PhD,Together,83443,0,89,1,6,10,5,2,0
7938,1958,PhD,Together,51518,0,92,2,3,2,10,3,0
7094,1975,Graduation,Widow,58330,0,87,1,6,4,13,4,0
3667,1969,Graduation,Married,80952,0,20,1,8,5,11,8,0
7723,1979,Graduation,Together,75507,0,56,1,8,6,6,3,0
3870,1978,2n Cycle,Together,63855,0,28,1,7,3,13,4,0
4012,1972,PhD,Together,62220,0,55,5,7,6,5,6,1
5909,1964,Graduation,Married,58512,0,25,5,3,4,8,8,1
10470,1979,Master,Married,40662,1,0,2,2,1,3,4,2
6488,1959,PhD,Married,38829,0,86,1,3,2,2,5,2
10270,1981,2n Cycle,Married,35523,1,8,2,3,0,3,7,2
6887,1967,Graduation,Single,79146,1,33,2,8,1,8,6,1
6406,1988,Master,Married,78285,0,13,1,6,4,10,3,0
7573,1978,PhD,Single,31626,1,12,1,2,1,2,7,2
4508,1952,Graduation,Single,75127,0,92,1,2,11,5,1,0
221,1955,Graduation,Married,48726,0,90,3,3,2,4,6,2
5331,1977,Graduation,Married,74985,0,8,1,3,6,7,2,0
1911,1987,Graduation,Together,67430,0,6,1,11,5,12,6,0
20,1965,2n Cycle,Married,46891,0,91,1,2,1,4,4,2
8786,1956,Master,Married,62058,0,52,4,6,1,7,6,1
10582,1979,Graduation,Married,72063,0,3,2,5,2,12,2,0
1915,1951,PhD,Married,78939,0,57,1,8,5,6,3,0
8897,1965,Graduation,Single,42720,1,9,8,7,3,7,8,1
2371,1972,Graduation,Married,33622,1,22,3,2,0,4,7,2
4303,1957,PhD,Together,6835,0,76,0,0,0,1,20,2
6825,1953,Graduation,Together,41452,1,86,1,1,0,2,7,2
1072,1965,PhD,Single,40760,0,64,2,2,1,3,6,2
4964,1958,PhD,Together,74250,0,90,1,2,11,4,1,0
2461,1955,Master,Single,51124,1,79,2,1,0,3,3,2
10736,1971,Graduation,Single,72258,0,28,2,6,9,5,2,0
3194,1974,PhD,Single,71466,0,86,1,4,4,10,1,0
10839,1976,Graduation,Together,36283,1,42,2,1,0,3,4,2
49,1970,Graduation,Single,20587,1,39,1,1,1,2,7,2
4290,1972,Graduation,Married,30467,1,8,1,1,0,2,7,2
10219,1972,Graduation,Together,31590,1,40,1,1,0,3,8,2
4211,1986,Basic,Married,20425,1,5,2,2,0,3,7,2
1135,1960,Master,Together,17144,1,96,5,3,0,4,7,2
6299,1968,PhD,Divorced,42564,0,28,6,6,8,4,7,1
10846,1978,Master,Married,43783,1,22,6,7,1,8,7,1
347,1976,Graduation,Divorced,40780,0,30,4,7,1,5,9,1
6543,1945,Master,Together,62847,0,45,1,3,6,4,2,0
10446,1957,PhD,Married,82017,0,58,1,5,4,7,2,0
3479,1950,Graduation,Single,16813,0,49,1,2,0,3,7,2
11075,1978,Graduation,Married,51267,1,37,4,3,3,5,4,1
4442,1961,Graduation,Single,46524,0,70,2,1,1,5,3,2
199,1962,Master,Single,45183,0,33,1,4,1,7,7,2
6722,1954,PhD,Married,70421,0,98,3,10,3,7,6,1
796,1965,2n Cycle,Divorced,60161,0,17,3,11,4,8,8,1
3749,1973,Graduation,Together,73926,0,54,1,6,5,12,3,0
8523,1968,Graduation,Married,19329,1,39,3,4,0,3,8,2
310,1970,Master,Married,61872,0,81,4,4,4,9,4,1
8629,1956,Graduation,Widow,46984,1,71,1,1,0,3,5,2
236,1951,Graduation,Married,34838,1,62,3,2,1,4,6,2
9930,1944,PhD,Single,82716,0,8,1,6,8,13,2,0
3483,1958,Graduation,Married,48192,0,76,3,2,8,12,8,1
4599,1976,Master,Married,49681,0,66,6,7,1,7,7,1
7326,1971,Master,Married,56850,0,83,1,1,1,3,2,2
7352,1957,Graduation,Married,55267,0,28,4,3,4,6,3,0
2350,1972,Graduation,Married,59666,1,87,7,3,2,8,8,1
9145,1972,Graduation,Single,72504,0,43,2,5,9,6,2,0
2964,1981,Graduation,Married,26872,0,0,1,1,1,2,6,2
5585,1972,Graduation,Single,21359,1,1,2,2,0,3,8,2
9687,1975,Graduation,Single,73170,0,1,1,5,4,6,2,0
3732,1955,Master,Married,52750,0,72,6,5,7,9,4,1
6303,1986,PhD,Together,91820,0,72,0,5,5,12,1,0
11176,1970,PhD,Together,65968,0,12,2,5,4,7,3,0
2986,1976,Graduation,Married,30772,1,89,1,1,0,2,6,2
7462,1954,Graduation,Single,22507,0,67,3,10,2,4,9,1
3900,1972,Graduation,Married,65685,0,54,1,9,2,9,5,1
7034,1978,2n Cycle,Married,25804,1,34,2,2,0,3,8,2
9493,1980,PhD,Single,76412,0,15,1,5,4,8,3,0
1143,1972,Graduation,Married,22063,1,43,2,2,0,3,7,2
1,1961,Graduation,Single,57091,0,0,1,7,3,7,5,0
3855,1963,Graduation,Married,22419,0,74,1,3,2,2,8,2
5536,1959,Graduation,Together,87771,0,61,1,5,10,4,6,0
5989,1959,2n Cycle,Divorced,78353,0,51,1,10,2,11,8,1
9499,1954,Graduation,Married,93404,1,97,3,3,4,7,5,0
6768,1962,Graduation,Divorced,37859,1,75,2,1,0,3,8,2
2150,1958,PhD,Widow,80995,0,83,1,8,9,4,4,0
6646,1984,Graduation,Together,16529,1,23,1,1,0,3,6,2
4887,1976,PhD,Divorced,55412,1,65,1,2,0,3,5,2
8560,1992,Graduation,Single,48789,0,94,1,6,4,7,6,1
3321,1967,PhD,Together,56575,0,42,3,7,3,7,5,1
11003,1980,2n Cycle,Together,25130,1,10,2,2,0,3,7,2
10402,1967,Graduation,Married,35441,1,94,2,1,0,3,8,2
9904,1956,Graduation,Married,71391,0,50,5,6,5,12,3,0
6141,1972,Master,Single,49494,1,46,2,6,1,5,7,1
5687,1980,Graduation,Divorced,81702,0,98,1,7,7,12,3,0
10856,1980,2n Cycle,Single,45889,0,42,1,1,0,3,6,2
5121,1977,Graduation,Single,56628,0,30,2,7,6,5,5,0
4186,1950,Graduation,Together,34026,1,11,3,2,1,3,5,2
368,1974,Graduation,Married,40049,0,61,3,3,2,6,5,2
3312,1988,Graduation,Single,34176,1,12,4,3,0,4,6,2
11121,1981,Graduation,Married,19419,1,76,4,4,0,3,9,2
5332,1960,2n Cycle,Married,82504,0,2,1,3,6,7,1,0
5848,1970,Graduation,Together,81205,0,43,1,5,6,7,2,0
10343,1991,2n Cycle,Single,61618,0,27,2,3,6,8,3,0
5935,1956,Master,Single,55284,0,60,3,7,5,8,5,1
2895,1963,Graduation,Single,49980,0,79,2,3,1,5,5,2
10262,1980,Graduation,Married,15072,2,96,4,3,1,3,5,2
7848,1974,Graduation,Single,49166,0,17,2,5,3,3,6,2
9477,1954,PhD,Married,65324,0,0,3,6,2,9,4,1
4856,1957,2n Cycle,Married,82347,0,38,1,7,7,10,3,0
7186,1966,PhD,Together,30843,1,43,2,1,1,2,5,2
5794,1974,PhD,Married,46374,0,1,3,7,1,7,8,1
1456,1979,Graduation,Single,60474,0,25,7,10,2,12,7,1
4877,1973,Master,Married,38576,0,2,1,1,0,3,7,2
425,1985,Graduation,Married,55357,2,66,3,6,2,11,5,1
3007,1966,Graduation,Together,37758,1,49,2,1,0,3,8,2
