,Transaction_ID,Configuration,Screen_Size,Battery_Life,RAM,Processor_Speeds,Integrated_Wireless,HD_Size,Bundled_Applications,Retail_Price
1339,214349,611,17,5,1,2.4,Yes,80,Yes,560
1340,8708,49,15,4,2,1.5,Yes,40,Yes,410
1341,74508,689,17,5,4,2,Yes,40,Yes,665
1342,155250,205,15,5,2,1.5,No,120,Yes,400
1343,262263,70,15,4,2,2,Yes,120,No,
1344,263367,222,15,5,2,2,No,120,No,345
1345,161449,261,15,5,4,2,Yes,120,Yes,625
1346,213010,55,15,4,2,1.5,Yes,300,Yes,450
1347,91051,649,17,5,2,2,No,40,Yes,535
1348,187825,520,17,4,2,2.4,Yes,300,No,600
1349,161729,732,17,6,1,1.5,No,80,No,
1350,214919,766,17,6,1,2.4,No,120,No,590
1351,166055,436,17,4,1,1.5,Yes,80,No,445
1352,14822,17,15,4,1,2,Yes,40,Yes,390
1353,292660,401,15,6,4,2,Yes,40,Yes,645
1354,268460,499,17,4,2,2,Yes,80,Yes,525
1355,261934,489,17,4,2,1.5,No,40,Yes,308
1356,202291,681,17,5,4,1.5,No,40,Yes,620
1357,278639,782,17,6,2,1.5,No,120,No,550
1358,68128,495,17,4,2,1.5,No,300,Yes,620
1359,131704,241,15,5,4,1.5,Yes,40,Yes,540
1360,294663,590,17,5,1,1.5,No,120,No,450
1361,156205,424,15,6,4,2.4,Yes,300,No,740
1362,69728,374,15,6,2,2.4,Yes,120,No,580
1363,99309,11,15,4,1,1.5,No,80,Yes,360
1364,118486,259,15,5,4,2,Yes,80,Yes,605
1365,220318,424,15,6,4,2.4,Yes,300,No,740
1366,54196,25,15,4,1,2,No,40,Yes,245
1367,256526,805,17,6,2,2.4,Yes,120,Yes,670
1368,70813,542,17,4,4,1.5,No,120,No,610
1369,83944,182,15,5,1,2.4,Yes,120,No,445
1370,50947,658,17,5,2,2.4,Yes,40,No,540
1371,148353,39,15,4,1,2.4,Yes,300,Yes,
1372,119242,628,17,5,2,1.5,Yes,80,No,510
1373,122223,259,15,5,4,2,Yes,80,Yes,605
1374,122377,540,17,4,4,1.5,No,80,No,590
1375,48663,37,15,4,1,2.4,Yes,120,Yes,480
1376,187095,85,15,4,2,2.4,Yes,120,Yes,490
1377,280115,369,15,6,2,2.4,Yes,40,Yes,510
1378,212818,89,15,4,2,2.4,No,40,Yes,410
1379,126441,488,17,4,2,1.5,Yes,300,No,570
1380,123105,493,17,4,2,1.5,No,120,Yes,540
1381,28432,175,15,5,1,2,No,300,Yes,500
1382,4938,200,15,5,2,1.5,Yes,300,No,510
1383,181789,365,15,6,2,2,No,120,Yes,
1384,115199,92,15,4,2,2.4,No,80,No,420
1385,111713,64,15,4,2,1.5,No,300,No,400
1386,132818,527,17,4,2,2.4,No,300,Yes,650
1387,294308,90,15,4,2,2.4,No,40,No,340
1388,269163,459,17,4,1,2,No,80,Yes,485
1389,101176,730,17,6,1,1.5,No,40,No,495
1390,274173,545,17,4,4,2,Yes,40,Yes,645
1391,190911,326,15,6,1,2.4,Yes,120,No,510
1392,126813,39,15,4,1,2.4,Yes,300,Yes,530
1393,225584,359,15,6,2,2,Yes,300,Yes,565
1394,90130,244,15,5,4,1.5,Yes,80,No,530
1395,249313,589,17,5,1,1.5,No,120,Yes,500
1396,225421,743,17,6,1,2,Yes,300,Yes,690
1397,74840,342,15,6,2,1.5,Yes,120,No,470
1398,118684,244,15,5,4,1.5,Yes,80,No,530
1399,226905,616,17,5,1,2.4,Yes,300,No,585
1400,281889,634,17,5,2,1.5,No,40,No,410
1401,286091,710,17,5,4,2.4,Yes,120,No,700
1402,81032,282,15,5,4,2.4,No,40,No,520
1403,213428,222,15,5,2,2,No,120,No,365
1404,210385,535,17,4,4,1.5,Yes,300,Yes,740
1405,10288,62,15,4,2,1.5,No,120,No,400
1406,17898,294,15,6,1,1.5,Yes,120,No,470
1407,44713,63,15,4,2,1.5,No,300,Yes,470
1408,30969,361,15,6,2,2,No,40,Yes,495
1409,178682,666,17,5,2,2.4,No,40,No,490
1410,133189,139,15,4,4,2.4,No,80,Yes,590
1411,33916,350,15,6,2,1.5,No,120,No,470
1412,254822,487,17,4,2,1.5,Yes,300,Yes,406
1413,93027,28,15,4,1,2,No,80,No,335
1414,7568,223,15,5,2,2,No,300,Yes,565
1415,189483,540,17,4,4,1.5,No,80,No,590
1416,216531,376,15,6,2,2.4,Yes,300,No,590
1417,217840,532,17,4,4,1.5,Yes,80,No,610
1418,245350,313,15,6,1,2,No,40,Yes,425
1419,166926,222,15,5,2,2,No,120,No,
1420,53828,427,15,6,4,2.4,No,80,Yes,690
1421,255815,87,15,4,2,2.4,Yes,300,Yes,530
1422,266583,302,15,6,1,1.5,No,120,No,
1423,239825,669,17,5,2,2.4,No,120,Yes,580
1424,149528,64,15,4,2,1.5,No,300,No,273
1425,71520,197,15,5,2,1.5,Yes,120,Yes,315
1426,3758,175,15,5,1,2,No,300,Yes,515
1427,107336,540,17,4,4,1.5,No,80,No,590
1428,19481,23,15,4,1,2,Yes,300,Yes,
1429,215032,122,15,4,4,2,No,40,No,475
1430,62539,522,17,4,2,2.4,No,40,No,500
1431,18619,26,15,4,1,2,No,40,No,
1432,244590,520,17,4,2,2.4,Yes,300,No,590
1433,39713,264,15,5,4,2,Yes,300,No,635
1434,119455,521,17,4,2,2.4,No,40,Yes,530
1435,243197,616,17,5,1,2.4,Yes,300,No,585
1436,200597,524,17,4,2,2.4,No,80,No,500
1437,88183,179,15,5,1,2.4,Yes,80,Yes,475
1438,26976,303,15,6,1,1.5,No,300,Yes,555
1439,268220,597,17,5,1,2,Yes,120,Yes,545
1440,246660,35,15,4,1,2.4,Yes,80,Yes,435
1441,117870,554,17,4,4,2,No,40,No,575
1442,141050,466,17,4,1,2.4,Yes,40,No,460
1443,16012,219,15,5,2,2,No,80,Yes,465
1444,284220,428,15,6,4,2.4,No,80,No,640
1445,191554,291,15,6,1,1.5,Yes,80,Yes,465
1446,244181,99,15,4,4,1.5,Yes,80,Yes,560
1447,124001,176,15,5,1,2,No,300,No,430
1448,283617,299,15,6,1,1.5,No,80,Yes,435
1449,267775,406,15,6,4,2,Yes,120,No,655
1450,205119,471,17,4,1,2.4,Yes,300,Yes,620
1451,134542,641,17,5,2,2,Yes,40,Yes,545
1452,144337,221,15,5,2,2,No,120,Yes,
1453,114884,738,17,6,1,2,Yes,40,No,535
1454,127737,238,15,5,2,2.4,No,120,No,460
1455,77002,486,17,4,2,1.5,Yes,120,No,520
1456,145275,520,17,4,2,2.4,Yes,300,No,610
1457,175863,332,15,6,1,2.4,No,80,No,475
1458,57474,838,17,6,4,2,Yes,120,No,
1459,78858,463,17,4,1,2,No,300,Yes,590
1460,26232,223,15,5,2,2,No,300,Yes,535
1461,49134,649,17,5,2,2,No,40,Yes,545
1462,159266,144,15,4,4,2.4,No,300,No,620
1463,172571,168,15,5,1,2,Yes,300,No,445
1464,272368,738,17,6,1,2,Yes,40,No,
1465,266211,791,17,6,2,2,Yes,300,Yes,
1466,70684,468,17,4,1,2.4,Yes,80,No,510
1467,181157,611,17,5,1,2.4,Yes,80,Yes,565
1468,111919,357,15,6,2,2,Yes,120,Yes,535
1469,131361,410,15,6,4,2,No,40,No,575
1470,232480,855,17,6,4,2.4,Yes,300,Yes,890
1471,21778,211,15,5,2,2,Yes,80,Yes,
1472,141484,519,17,4,2,2.4,Yes,300,Yes,660
1473,208640,515,17,4,2,2.4,Yes,80,Yes,570
1474,125359,295,15,6,1,1.5,Yes,300,Yes,555
1475,123063,347,15,6,2,1.5,No,80,Yes,470
1476,165867,476,17,4,1,2.4,No,80,No,
1477,138713,814,17,6,2,2.4,No,120,No,640
1478,46699,331,15,6,1,2.4,No,80,Yes,540
1479,279295,125,15,4,4,2,No,120,Yes,585
1480,208983,188,15,5,1,2.4,No,80,No,390
1481,288228,287,15,5,4,2.4,No,300,Yes,690
1482,238893,280,15,5,4,2.4,Yes,300,No,660
1483,145001,347,15,6,2,1.5,No,80,Yes,460
1484,112246,451,17,4,1,2,Yes,80,Yes,525
1485,140497,56,15,4,2,1.5,Yes,300,No,420
1486,195467,238,15,5,2,2.4,No,120,No,440
1487,167387,79,15,4,2,2,No,300,Yes,465
1488,39324,500,17,4,2,2,Yes,80,No,
1489,250416,61,15,4,2,1.5,No,120,Yes,245
1490,79190,268,15,5,4,2,No,80,No,535
1491,151332,96,15,4,2,2.4,No,300,No,490
1492,61149,374,15,6,2,2.4,Yes,120,No,406
1493,178656,79,15,4,2,2,No,300,Yes,465
1494,252589,397,15,6,4,1.5,No,120,Yes,462
1495,55027,130,15,4,4,2.4,Yes,40,No,364
1496,172713,514,17,4,2,2.4,Yes,40,No,343
1497,39532,403,15,6,4,2,Yes,80,Yes,685
1498,52172,308,15,6,1,2,Yes,80,No,460
1499,113520,598,17,5,1,2,Yes,120,No,515
1500,17033,293,15,6,1,1.5,Yes,120,Yes,520
1501,214555,33,15,4,1,2.4,Yes,40,Yes,400
1502,131589,142,15,4,4,2.4,No,120,No,560
1503,92445,457,17,4,1,2,No,40,Yes,470
1504,82031,474,17,4,1,2.4,No,40,No,445
1505,187202,302,15,6,1,1.5,No,120,No,415
1506,110603,273,15,5,4,2.4,Yes,40,Yes,590
1507,207005,122,15,4,4,2,No,40,No,475
1508,97619,714,17,5,4,2.4,No,40,No,620
1509,291412,708,17,5,4,2.4,Yes,80,No,476
1510,77550,32,15,4,1,2,No,300,No,415
1511,36302,167,15,5,1,2,Yes,300,Yes,515
1512,281045,340,15,6,2,1.5,Yes,80,No,400
1513,92596,211,15,5,2,2,Yes,80,Yes,445
1514,256496,845,17,6,4,2,No,120,Yes,785
1515,17651,64,15,4,2,1.5,No,300,No,315
1516,184632,61,15,4,2,1.5,No,120,Yes,370
1517,191402,689,17,5,4,2,Yes,40,Yes,665
1518,172214,114,15,4,4,2,Yes,40,No,495
1519,166544,385,15,6,4,1.5,Yes,40,Yes,434
1520,289663,670,17,5,2,2.4,No,120,No,520
1521,157232,770,17,6,2,1.5,Yes,40,No,378
1522,200019,10,15,4,1,1.5,No,40,No,255
1523,136532,67,15,4,2,2,Yes,80,Yes,415
1524,113857,570,17,4,4,2.4,No,40,No,600
1525,77546,343,15,6,2,1.5,Yes,300,Yes,580
1526,121011,523,17,4,2,2.4,No,80,Yes,570
1527,169769,434,17,4,1,1.5,Yes,40,No,
1528,262134,758,17,6,1,2.4,Yes,120,No,420
1529,72762,516,17,4,2,2.4,Yes,80,No,560
1530,289783,777,17,6,2,1.5,No,40,Yes,540
1531,123263,349,15,6,2,1.5,No,120,Yes,490
1532,271130,583,17,5,1,1.5,Yes,300,Yes,580
1533,263642,323,15,6,1,2.4,Yes,80,Yes,530
1534,295000,329,15,6,1,2.4,No,40,Yes,470
1535,170562,455,17,4,1,2,Yes,300,Yes,420
1536,277072,225,15,5,2,2.4,Yes,40,Yes,301
1537,86286,394,15,6,4,1.5,No,40,No,550
1538,198880,581,17,5,1,1.5,Yes,120,Yes,530
1539,256482,605,17,5,1,2,No,120,Yes,525
1540,41654,254,15,5,4,1.5,No,120,No,530
1541,268234,508,17,4,2,2,No,80,No,455
1542,173736,642,17,5,2,2,Yes,40,No,485
1543,238765,745,17,6,1,2,No,40,Yes,550
1544,50163,730,17,6,1,1.5,No,40,No,500
1545,32491,21,15,4,1,2,Yes,120,Yes,435
1546,137372,224,15,5,2,2,No,300,No,445
1547,38556,222,15,5,2,2,No,120,No,415
1548,69202,183,15,5,1,2.4,Yes,300,Yes,560
1549,132150,67,15,4,2,2,Yes,80,Yes,415
1550,188085,459,17,4,1,2,No,80,Yes,495
1551,112611,732,17,6,1,1.5,No,80,No,530
1552,166228,588,17,5,1,1.5,No,80,No,
1553,8801,347,15,6,2,1.5,No,80,Yes,530
1554,53886,561,17,4,4,2.4,Yes,40,Yes,469
1555,109,357,15,6,2,2,Yes,120,Yes,605
1556,133815,642,17,5,2,2,Yes,40,No,495
1557,93046,168,15,5,1,2,Yes,300,No,455
1558,282831,500,17,4,2,2,Yes,80,No,
1559,136210,139,15,4,4,2.4,No,80,Yes,590
1560,235444,340,15,6,2,1.5,Yes,80,No,410
1561,24076,20,15,4,1,2,Yes,80,No,370
1562,174469,69,15,4,2,2,Yes,120,Yes,425
1563,249331,86,15,4,2,2.4,Yes,120,No,420
1564,195289,266,15,5,4,2,No,40,No,495
1565,43890,83,15,4,2,2.4,Yes,80,Yes,510
1566,221220,840,17,6,4,2,Yes,300,No,815
1567,283257,154,15,5,1,1.5,No,40,No,265
1568,46770,53,15,4,2,1.5,Yes,120,Yes,430
1569,160921,303,15,6,1,1.5,No,300,Yes,530
1570,56980,300,15,6,1,1.5,No,80,No,415
1571,28479,174,15,5,1,2,No,120,No,390
1572,200246,296,15,6,1,1.5,Yes,300,No,495
1573,175374,843,17,6,4,2,No,80,Yes,765
1574,211852,243,15,5,4,1.5,Yes,80,Yes,580
1575,28140,316,15,6,1,2,No,80,No,450
1576,120491,312,15,6,1,2,Yes,300,No,530
1577,127755,69,15,4,2,2,Yes,120,Yes,435
1578,5631,367,15,6,2,2,No,300,Yes,645
1579,86282,854,17,6,4,2.4,Yes,120,No,780
1580,89252,516,17,4,2,2.4,Yes,80,No,550
1581,179987,515,17,4,2,2.4,Yes,80,Yes,580
1582,89655,93,15,4,2,2.4,No,120,Yes,500
1583,272633,856,17,6,4,2.4,Yes,300,No,588
1584,30629,207,15,5,2,1.5,No,300,Yes,510
1585,126519,360,15,6,2,2,Yes,300,No,545
1586,200680,117,15,4,4,2,Yes,120,Yes,605
1587,236040,677,17,5,4,1.5,Yes,120,Yes,700
1588,245203,377,15,6,2,2.4,No,40,Yes,500
1589,96335,273,15,5,4,2.4,Yes,40,Yes,590
1590,255809,782,17,6,2,1.5,No,120,No,550
1591,129188,713,17,5,4,2.4,No,40,Yes,670
1592,163326,609,17,5,1,2.4,Yes,40,Yes,525
1593,107140,192,15,5,1,2.4,No,300,No,480
1594,99342,102,15,4,4,1.5,Yes,120,No,530
1595,181605,353,15,6,2,2,Yes,40,Yes,465
1596,276092,579,17,5,1,1.5,Yes,80,Yes,500
1597,90896,603,17,5,1,2,No,80,Yes,530
1598,136132,238,15,5,2,2.4,No,120,No,460
1599,120142,473,17,4,1,2.4,No,40,Yes,490
1600,295264,83,15,4,2,2.4,Yes,80,Yes,315
1601,56273,681,17,5,4,1.5,No,40,Yes,620
1602,133181,624,17,5,1,2.4,No,300,No,580
1603,207137,470,17,4,1,2.4,Yes,120,No,510
1604,220812,811,17,6,2,2.4,No,80,Yes,640
1605,12006,17,15,4,1,2,Yes,40,Yes,390
1606,208495,353,15,6,2,2,Yes,40,Yes,455
1607,13355,163,15,5,1,2,Yes,80,Yes,450
1608,280722,34,15,4,1,2.4,Yes,40,No,340
1609,290097,100,15,4,4,1.5,Yes,80,No,510
1610,57558,276,15,5,4,2.4,Yes,80,No,580
1611,157926,471,17,4,1,2.4,Yes,300,Yes,
1612,56661,451,17,4,1,2,Yes,80,Yes,535
1613,137480,496,17,4,2,1.5,No,300,No,550
1614,138661,388,15,6,4,1.5,Yes,80,No,610
1615,19829,18,15,4,1,2,Yes,40,No,335
1616,293974,64,15,4,2,1.5,No,300,No,360
1617,176220,258,15,5,4,2,Yes,40,No,515
1618,264163,173,15,5,1,2,No,120,Yes,400
1619,164004,71,15,4,2,2,Yes,300,Yes,485
1620,253513,636,17,5,2,1.5,No,80,No,450
1621,270988,106,15,4,4,1.5,No,40,No,450
1622,31484,319,15,6,1,2,No,300,Yes,575
1623,88794,686,17,5,4,1.5,No,120,No,630
1624,211560,426,15,6,4,2.4,No,40,No,600
1625,91195,306,15,6,1,2,Yes,40,No,415
1626,262940,587,17,5,1,1.5,No,80,Yes,480
1627,89058,35,15,4,1,2.4,Yes,80,Yes,455
1628,37312,64,15,4,2,1.5,No,300,No,430
1629,189133,182,15,5,1,2.4,Yes,120,No,430
1630,72968,341,15,6,2,1.5,Yes,120,Yes,520
1631,190327,322,15,6,1,2.4,Yes,40,No,450
1632,98118,356,15,6,2,2,Yes,80,No,475
1633,80510,410,15,6,4,2,No,40,No,575
1634,101385,679,17,5,4,1.5,Yes,300,Yes,760
1635,175341,148,15,5,1,1.5,Yes,80,No,340
1636,108694,638,17,5,2,1.5,No,120,No,510
1637,16106,305,15,6,1,2,Yes,40,Yes,485
1638,27678,65,15,4,2,2,Yes,40,Yes,415
1639,272389,637,17,5,2,1.5,No,120,Yes,520
1640,279501,61,15,4,2,1.5,No,120,Yes,350
1641,37075,294,15,6,1,1.5,Yes,120,No,460
1642,105121,302,15,6,1,1.5,No,120,No,430
1643,151530,812,17,6,2,2.4,No,80,No,610
1644,108407,179,15,5,1,2.4,Yes,80,Yes,470
1645,101662,197,15,5,2,1.5,Yes,120,Yes,440
1646,263683,131,15,4,4,2.4,Yes,80,Yes,610
1647,129039,508,17,4,2,2,No,80,No,495
1648,120660,463,17,4,1,2,No,300,Yes,585
1649,239914,181,15,5,1,2.4,Yes,120,Yes,475
1650,71920,426,15,6,4,2.4,No,40,No,600
1651,74730,534,17,4,4,1.5,Yes,120,No,630
1652,139238,362,15,6,2,2,No,40,No,405
1653,29095,151,15,5,1,1.5,Yes,300,Yes,495
1654,81863,562,17,4,4,2.4,Yes,40,No,620
1655,27481,222,15,5,2,2,No,120,No,425
1656,159677,687,17,5,4,1.5,No,300,Yes,518
1657,212552,220,15,5,2,2,No,80,No,345
1658,287195,802,17,6,2,2.4,Yes,40,No,392
1659,92792,492,17,4,2,1.5,No,80,No,480
1660,180204,785,17,6,2,2,Yes,40,Yes,
1661,671,307,15,6,1,2,Yes,80,Yes,535
1662,120537,558,17,4,4,2,No,120,No,635
1663,124556,474,17,4,1,2.4,No,40,No,440
1664,282912,305,15,6,1,2,Yes,40,Yes,308
1665,57374,506,17,4,2,2,No,40,No,
1666,147258,315,15,6,1,2,No,80,Yes,
1667,38040,80,15,4,2,2,No,300,No,455
1668,34817,351,15,6,2,1.5,No,300,Yes,580
1669,22876,66,15,4,2,2,Yes,40,No,375
1670,144978,456,17,4,1,2,Yes,300,No,550
1671,197197,665,17,5,2,2.4,No,40,Yes,530
1672,159755,187,15,5,1,2.4,No,80,Yes,445
1673,19933,10,15,4,1,1.5,No,40,No,290
1674,114844,531,17,4,4,1.5,Yes,80,Yes,660
1675,176193,427,15,6,4,2.4,No,80,Yes,690
1676,46553,758,17,6,1,2.4,Yes,120,No,630
1677,24728,339,15,6,2,1.5,Yes,80,Yes,530
1678,234160,454,17,4,1,2,Yes,120,No,480
1679,13372,355,15,6,2,2,Yes,80,Yes,575
1680,282379,357,15,6,2,2,Yes,120,Yes,495
1681,108588,808,17,6,2,2.4,Yes,300,No,720
1682,233333,616,17,5,1,2.4,Yes,300,No,585
1683,35794,310,15,6,1,2,Yes,120,No,485
1684,51124,466,17,4,1,2.4,Yes,40,No,329
1685,158086,99,15,4,4,1.5,Yes,80,Yes,560
1686,173813,35,15,4,1,2.4,Yes,80,Yes,
1687,237622,645,17,5,2,2,Yes,120,Yes,575
1688,99980,71,15,4,2,2,Yes,300,Yes,505
1689,206163,477,17,4,1,2.4,No,120,Yes,540
1690,131404,208,15,5,2,1.5,No,300,No,420
1691,209876,144,15,4,4,2.4,No,300,No,620
1692,126491,101,15,4,4,1.5,Yes,120,Yes,580
1693,23115,219,15,5,2,2,No,80,Yes,465
1694,225283,575,17,4,4,2.4,No,300,Yes,770
1695,183713,39,15,4,1,2.4,Yes,300,Yes,520
1696,107288,480,17,4,1,2.4,No,300,No,560
1697,74557,563,17,4,4,2.4,Yes,80,Yes,710
1698,146366,348,15,6,2,1.5,No,80,No,410
1699,133588,4,15,4,1,1.5,Yes,80,No,325
1700,62294,314,15,6,1,2,No,40,No,400
1701,267569,399,15,6,4,1.5,No,300,Yes,720
1702,190463,861,17,6,4,2.4,No,120,Yes,810
1703,36465,197,15,5,2,1.5,Yes,120,Yes,460
1704,190473,274,15,5,4,2.4,Yes,40,No,540
1705,112077,224,15,5,2,2,No,300,No,445
1706,80963,385,15,6,4,1.5,Yes,40,Yes,620
1707,95992,520,17,4,2,2.4,Yes,300,No,630
1708,267191,350,15,6,2,1.5,No,120,No,280
1709,113146,64,15,4,2,1.5,No,300,No,400
1710,110267,558,17,4,4,2,No,120,No,635
1711,118443,470,17,4,1,2.4,Yes,120,No,520
1712,163575,45,15,4,1,2.4,No,120,Yes,445
1713,70438,51,15,4,2,1.5,Yes,80,Yes,410
1714,203830,8,15,4,1,1.5,Yes,300,No,395
1715,66704,642,17,5,2,2,Yes,40,No,515
1716,17594,354,15,6,2,2,Yes,40,No,475
1717,182324,130,15,4,4,2.4,Yes,40,No,520
1718,66447,509,17,4,2,2,No,120,Yes,
1719,202675,729,17,6,1,1.5,No,40,Yes,530
1720,223914,409,15,6,4,2,No,40,Yes,625
1721,249333,470,17,4,1,2.4,Yes,120,No,500
1722,126335,682,17,5,4,1.5,No,40,No,570
1723,102617,768,17,6,1,2.4,No,300,No,665
1724,274900,644,17,5,2,2,Yes,80,No,495
1725,227688,453,17,4,1,2,Yes,120,Yes,530
1726,219161,472,17,4,1,2.4,Yes,300,No,565
1727,262666,449,17,4,1,2,Yes,40,Yes,465
1728,235927,595,17,5,1,2,Yes,80,Yes,530
1729,206426,224,15,5,2,2,No,300,No,425
1730,221166,630,17,5,2,1.5,Yes,120,No,500
1731,81439,384,15,6,2,2.4,No,300,No,610
1732,62624,579,17,5,1,1.5,Yes,80,Yes,530
1733,144563,476,17,4,1,2.4,No,80,No,475
1734,235102,165,15,5,1,2,Yes,120,Yes,425
1735,258700,208,15,5,2,1.5,No,300,No,266
1736,9559,293,15,6,1,1.5,Yes,120,Yes,525
1737,162734,656,17,5,2,2,No,300,No,585
1738,282762,105,15,4,4,1.5,No,40,Yes,500
1739,46440,97,15,4,4,1.5,Yes,40,Yes,364
1740,64604,339,15,6,2,1.5,Yes,80,Yes,357
1741,176452,554,17,4,4,2,No,40,No,
1742,123630,589,17,5,1,1.5,No,120,Yes,520
1743,66058,498,17,4,2,2,Yes,40,No,495
1744,201899,766,17,6,1,2.4,No,120,No,590
1745,144772,224,15,5,2,2,No,300,No,
1746,239396,251,15,5,4,1.5,No,80,Yes,560
1747,168041,827,17,6,4,1.5,No,80,Yes,740
1748,135368,296,15,6,1,1.5,Yes,300,No,505
1749,47613,245,15,5,4,1.5,Yes,120,Yes,600
1750,191536,697,17,5,4,2,No,40,Yes,645
1751,115295,654,17,5,2,2,No,120,No,535
1752,102267,47,15,4,1,2.4,No,300,Yes,515
1753,254513,278,15,5,4,2.4,Yes,120,No,420
1754,243205,552,17,4,4,2,Yes,300,No,715
1755,14856,79,15,4,2,2,No,300,Yes,535
1756,67236,245,15,5,4,1.5,Yes,120,Yes,600
1757,211748,88,15,4,2,2.4,Yes,300,No,500
1758,236778,622,17,5,1,2.4,No,120,No,505
1759,64334,512,17,4,2,2,No,300,No,595
1760,261316,832,17,6,4,1.5,No,300,No,770
1761,262353,404,15,6,4,2,Yes,80,No,635
1762,184275,233,15,5,2,2.4,No,40,Yes,430
1763,47302,228,15,5,2,2.4,Yes,80,No,480
1764,184951,766,17,6,1,2.4,No,120,No,590
1765,249426,476,17,4,1,2.4,No,80,No,460
1766,174330,324,15,6,1,2.4,Yes,80,No,495
1767,234583,850,17,6,4,2.4,Yes,40,No,720
1768,162941,602,17,5,1,2,No,40,No,430
1769,64463,64,15,4,2,1.5,No,300,No,420
1770,23457,67,15,4,2,2,Yes,80,Yes,455
1771,276192,55,15,4,2,1.5,Yes,300,Yes,301
1772,23144,72,15,4,2,2,Yes,300,No,495
1773,207990,752,17,6,1,2,No,300,No,625
1774,26601,320,15,6,1,2,No,300,No,530
1775,25305,354,15,6,2,2,Yes,40,No,465
1776,183130,32,15,4,1,2,No,300,No,400
1777,20256,338,15,6,2,1.5,Yes,40,No,315
1778,278323,94,15,4,2,2.4,No,120,No,400
1779,217109,333,15,6,1,2.4,No,120,Yes,535
1780,72146,509,17,4,2,2,No,120,Yes,585
1781,183058,863,17,6,4,2.4,No,300,Yes,609
1782,279357,122,15,4,4,2,No,40,No,475
1783,118005,822,17,6,4,1.5,Yes,120,No,730
1784,153900,363,15,6,2,2,No,80,Yes,485
1785,272426,130,15,4,4,2.4,Yes,40,No,520
1786,174293,669,17,5,2,2.4,No,120,Yes,600
1787,133660,482,17,4,2,1.5,Yes,40,No,450
1788,223563,404,15,6,4,2,Yes,80,No,635
1789,194794,385,15,6,4,1.5,Yes,40,Yes,620
1790,267984,730,17,6,1,1.5,No,40,No,470
1791,68804,670,17,5,2,2.4,No,120,No,580
1792,262624,808,17,6,2,2.4,Yes,300,No,680
1793,30494,55,15,4,2,1.5,Yes,300,Yes,510
1794,143414,168,15,5,1,2,Yes,300,No,450
1795,179519,268,15,5,4,2,No,80,No,535
1796,295154,210,15,5,2,2,Yes,40,No,
1797,167722,618,17,5,1,2.4,No,40,No,455
1798,275650,122,15,4,4,2,No,40,No,475
1799,17037,305,15,6,1,2,Yes,40,Yes,485
1800,297509,266,15,5,4,2,No,40,No,
1801,189117,441,17,4,1,1.5,No,40,Yes,430
1802,154429,448,17,4,1,1.5,No,300,No,505
1803,60030,474,17,4,1,2.4,No,40,No,450
1804,99969,646,17,5,2,2,Yes,120,No,565
1805,53836,652,17,5,2,2,No,80,No,535
1806,26553,145,15,5,1,1.5,Yes,40,Yes,375
1807,68183,379,15,6,2,2.4,No,80,Yes,590
1808,98719,238,15,5,2,2.4,No,120,No,470
1809,152751,674,17,5,4,1.5,Yes,40,No,590
1810,286619,658,17,5,2,2.4,Yes,40,No,480
1811,293778,323,15,6,1,2.4,Yes,80,Yes,530
1812,101149,739,17,6,1,2,Yes,80,Yes,630
1813,218258,182,15,5,1,2.4,Yes,120,No,425
1814,294966,331,15,6,1,2.4,No,80,Yes,510
1815,56220,173,15,5,1,2,No,120,Yes,430
1816,45966,437,17,4,1,1.5,Yes,120,Yes,530
1817,279144,611,17,5,1,2.4,Yes,80,Yes,550
1818,249952,754,17,6,1,2.4,Yes,40,No,540
1819,251246,724,17,6,1,1.5,Yes,80,No,371
1820,83380,793,17,6,2,2,No,40,Yes,615
1821,128625,427,15,6,4,2.4,No,80,Yes,690
1822,277133,331,15,6,1,2.4,No,80,Yes,510
1823,37919,80,15,4,2,2,No,300,No,455
1824,180750,612,17,5,1,2.4,Yes,80,No,515
1825,285317,482,17,4,2,1.5,Yes,40,No,410
1826,169984,379,15,6,2,2.4,No,80,Yes,560
1827,67203,592,17,5,1,1.5,No,300,No,378
1828,262977,470,17,4,1,2.4,Yes,120,No,500
1829,201123,44,15,4,1,2.4,No,80,No,370
1830,14777,348,15,6,2,1.5,No,80,No,480
1831,202648,674,17,5,4,1.5,Yes,40,No,590
1832,153949,388,15,6,4,1.5,Yes,80,No,610
1833,77094,97,15,4,4,1.5,Yes,40,Yes,520
1834,129523,114,15,4,4,2,Yes,40,No,495
1835,152629,264,15,5,4,2,Yes,300,No,635
1836,85832,582,17,5,1,1.5,Yes,120,No,495
1837,97213,23,15,4,1,2,Yes,300,Yes,485
1838,260576,284,15,5,4,2.4,No,80,No,560
1839,274297,739,17,6,1,2,Yes,80,Yes,605
1840,280950,176,15,5,1,2,No,300,No,410
1841,19202,200,15,5,2,1.5,Yes,300,No,490
1842,160367,151,15,5,1,1.5,Yes,300,Yes,470
1843,250213,481,17,4,2,1.5,Yes,40,Yes,460
1844,214285,470,17,4,1,2.4,Yes,120,No,510
1845,173684,324,15,6,1,2.4,Yes,80,No,495
1846,230370,587,17,5,1,1.5,No,80,Yes,485
1847,157128,620,17,5,1,2.4,No,80,No,495
1848,136932,262,15,5,4,2,Yes,120,No,575
1849,49965,475,17,4,1,2.4,No,80,Yes,540
