id,education,marital_status,income,age,kidhome,teenhome,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,complain,response,customer_since_in_days,revenue
10207,Graduation,Together,22775,43,1,0,40,5,1,8,0,0,1,1,1,0,2,8,0,0,3068,0
7723,Graduation,Together,75507,42,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,2751,0
709,Graduation,Divorced,51537,69,0,1,27,787,20,204,0,0,92,3,2,2,11,8,0,0,3260,0
3025,Graduation,Single,49967,63,0,1,4,212,6,69,4,12,3,3,6,1,5,7,0,0,3049,0
11171,Master,Married,56962,56,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,2954,0
7881,Master,Married,66835,75,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,2967,0
6892,Graduation,Divorced,61671,53,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,0,2719,0
7297,Graduation,Single,7500,48,1,0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,2878,0
945,Graduation,Together,36317,56,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,3096,0
7699,Graduation,Widow,40590,52,1,1,30,154,0,50,6,11,37,5,3,4,3,6,0,0,2963,0
898,Graduation,Married,23477,35,1,0,39,38,15,54,3,8,29,3,3,0,4,8,0,0,2944,0
1945,Graduation,Married,71434,59,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,0,2977,0
843,Graduation,Married,64722,50,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,2727,0
8720,2n Cycle,Together,,43,0,0,53,32,2,1607,12,4,22,0,0,0,1,0,0,0,3379,0
10755,2n Cycle,Married,23718,45,1,0,76,6,3,14,15,7,36,3,3,1,2,7,0,0,2993,0
7196,PhD,Married,41145,71,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,2834,0
7849,PhD,Married,80336,51,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,2986,0
1655,Graduation,Together,34350,42,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,2946,0
153,Graduation,Divorced,23272,68,0,0,29,19,3,6,4,2,12,1,1,0,3,4,0,0,2948,0
3386,Graduation,Married,34935,29,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,3066,0
4136,Basic,Single,7500,29,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,3266,0
2724,Master,Single,36143,40,1,0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,2784,0
8233,Master,Widow,64866,71,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,0,2847,0
663,PhD,Single,33996,32,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,2984,0
7030,PhD,Married,66465,66,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,3149,0
4328,2n Cycle,Married,21955,35,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,2988,0
10951,Graduation,Married,45688,53,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,0,2848,0
3433,2n Cycle,Married,72635,66,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,3084,0
9530,Graduation,Married,24645,33,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,3298,0
8970,PhD,Married,62010,49,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,3307,0
2736,Graduation,Married,73807,43,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,3236,0
10928,Graduation,Together,66886,63,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,2979,0
1321,Graduation,Married,26067,47,1,0,49,22,2,18,0,2,12,3,3,0,3,8,0,0,2930,0
1453,PhD,Widow,57513,78,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,3051,0
6349,Master,Divorced,61787,34,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,3051,0
9246,Master,Together,40101,36,1,0,73,171,3,129,26,24,62,4,6,1,6,7,0,0,3316,0
9579,PhD,Married,33762,62,2,1,61,53,1,34,2,0,16,3,2,2,2,8,0,0,3050,0
1491,2n Cycle,Together,71488,56,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,3189,0
1328,2n Cycle,Married,57937,39,0,1,56,261,42,144,55,48,133,3,4,4,9,3,0,0,2826,0
9970,Graduation,Together,55375,44,0,1,3,42,11,57,10,28,14,1,1,1,6,2,0,0,2948,0
3856,Graduation,Together,63381,61,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,3325,0
6534,Graduation,Together,47889,47,1,0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,2869,0
10562,Master,Married,66835,75,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,2967,0
8799,PhD,Married,38175,37,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,2972,0
10313,Graduation,Married,48178,46,1,1,69,159,4,45,6,2,38,6,5,1,4,8,0,0,3302,0
7441,Graduation,Divorced,71128,48,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,3324,0
5956,PhD,Divorced,45072,73,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,2949,0
6071,Graduation,Single,81217,32,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,3038,0
5147,Graduation,Single,90842,73,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,3028,0
7093,Graduation,Married,19986,36,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,2920,0
10548,Graduation,Single,71163,26,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,2805,0
4406,Graduation,Together,67419,51,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,3222,0
10854,PhD,Married,38853,51,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,2730,0
271,Graduation,Widow,40590,52,1,1,30,154,0,50,6,11,37,5,3,4,3,6,0,0,2963,0
3518,Graduation,Married,25271,38,1,0,45,10,1,18,10,4,7,1,1,1,2,9,0,0,3264,0
6201,Graduation,Single,38643,43,1,1,45,22,2,14,0,1,10,2,2,0,3,7,1,0,2905,0
1453,PhD,Widow,57513,78,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,3051,0
7712,PhD,Single,62159,75,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,2755,0
5430,Graduation,Together,54450,65,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,3346,0
5283,PhD,Single,42473,45,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,2825,0
3807,Graduation,Together,59925,66,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,3269,0
2565,Master,Divorced,70638,66,0,0,69,1016,12,215,16,12,63,1,4,5,10,3,0,0,3086,0
4119,Master,Together,38620,58,0,0,56,112,17,44,34,22,89,1,2,5,3,3,0,0,3107,0
269,PhD,Single,46757,58,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,3283,0
4002,PhD,Married,77037,61,0,1,3,463,96,333,168,53,10,1,7,7,12,3,0,0,2952,0
7532,Graduation,Married,43586,41,0,1,26,99,2,11,4,0,16,3,3,0,4,8,0,0,3361,0
5081,2n Cycle,Together,47821,54,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,2945,0
6679,Graduation,Single,33279,55,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,2710,0
7214,Graduation,Married,62187,64,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,3052,0
4290,Graduation,Married,30467,49,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,2795,0
7352,Graduation,Married,55267,64,0,1,28,161,28,136,32,3,45,4,3,4,6,3,0,0,2944,0
10742,PhD,Married,86580,38,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,3180,0
10507,2n Cycle,Divorced,59601,44,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,0,3032,0
2849,Graduation,Single,60474,42,0,1,25,265,199,303,234,9,170,7,10,2,12,7,0,0,3147,0
10640,Graduation,Together,44392,47,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,2990,0
10542,PhD,Married,36778,53,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,3386,0
9284,Graduation,Together,53977,63,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,3079,0
4603,PhD,Married,65695,61,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,2842,0
938,Graduation,Married,40211,40,1,1,30,51,1,7,2,1,25,2,2,1,2,8,0,0,3027,0
3091,2n Cycle,Together,75774,40,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,2751,0
8315,Graduation,Single,34824,26,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,2788,0
2404,Graduation,Married,53359,45,1,1,4,173,4,30,3,6,41,4,5,1,4,7,0,0,3091,0
8427,Master,Single,64857,65,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,3276,0
3091,2n Cycle,Together,75774,40,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,2751,0
448,PhD,Single,54880,43,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,3178,0
4200,Master,Married,44159,51,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,2705,0
3673,Graduation,Single,55239,50,0,1,59,371,17,238,23,24,106,3,7,5,11,5,0,0,3043,0
9224,PhD,Single,55260,49,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,3257,0
7629,Graduation,Married,22108,44,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,2745,0
3717,Graduation,Married,61180,62,0,1,70,403,24,29,6,24,218,2,5,5,6,3,0,0,2760,0
2877,Master,Together,46014,47,1,1,21,410,0,59,19,9,44,10,7,1,8,7,0,0,3217,0
9964,Graduation,Single,61825,42,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,3019,0
10144,Graduation,Together,51369,45,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,3305,0
3712,Graduation,Divorced,52332,62,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,0,2998,0
6365,2n Cycle,Married,30390,34,0,0,5,10,12,12,25,1,20,1,2,0,3,6,0,0,2993,0
9308,Graduation,Married,62820,67,0,0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,3107,0
8786,Master,Married,62058,65,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,3092,0
8724,Graduation,Single,28567,39,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,3070,0
9014,Graduation,Married,37085,46,1,1,65,39,1,16,2,0,3,4,3,0,3,8,0,0,2696,0
9119,Graduation,Together,60905,71,0,1,27,208,17,76,36,17,38,2,3,3,7,2,0,0,2899,0
8996,PhD,Married,,64,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,0,3280,0
10826,Graduation,Married,18690,62,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,3241,0
6049,Master,Together,73450,39,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,2899,0
7685,Graduation,Married,33039,43,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,2986,0
4065,PhD,Married,49544,45,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,3195,0
8754,PhD,Together,45068,47,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,3102,0
6357,2n Cycle,Divorced,59052,62,0,1,29,230,35,75,63,57,31,3,7,1,7,5,0,0,2917,0
8594,PhD,Widow,50520,63,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,2845,0
4713,PhD,Married,31605,42,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,3277,0
550,Graduation,Divorced,62335,69,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,3095,0
4867,PhD,Single,38236,53,1,1,2,58,0,18,2,0,10,4,3,0,4,7,0,0,2975,0
5263,2n Cycle,Married,31056,44,1,0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,3216,0
3436,Graduation,Married,14045,52,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,2847,0
9316,Basic,Together,13084,69,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,2932,0
7124,Graduation,Divorced,36997,53,1,1,72,43,4,12,8,0,27,5,2,1,4,5,0,0,3206,0
10486,Graduation,Married,77142,73,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,3089,0
5726,Master,Single,31788,38,1,0,15,16,7,23,0,8,6,3,3,0,4,5,1,0,2794,0
7235,2n Cycle,Married,17003,46,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,2895,0
4817,Graduation,Divorced,22304,65,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,3387,0
4587,Master,Widow,45006,77,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,3039,0
3050,Graduation,Married,54198,55,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,2887,0
6312,Graduation,Married,65031,62,0,1,29,258,107,291,84,37,86,4,10,3,13,7,0,0,3162,0
4973,Graduation,Single,20587,51,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,2742,0
2223,2n Cycle,Divorced,64176,56,0,1,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,3388,0
11004,2n Cycle,Single,60182,128,0,1,23,8,0,5,7,0,2,1,1,0,2,4,0,0,2736,0
8702,2n Cycle,Together,26907,45,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,3006,0
7901,Master,Married,34109,50,0,1,39,9,1,5,2,1,4,1,0,0,3,4,0,0,2928,0
9687,Graduation,Single,73170,46,0,0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,2722,0
9665,PhD,Divorced,54237,64,0,1,48,267,3,30,4,0,57,4,5,2,5,6,0,0,3121,0
7393,Graduation,Together,41580,43,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,3259,0
8996,PhD,Married,,64,2,1,4,230,42,192,49,37,53,12,7,2,8,9,0,0,3280,0
8159,Graduation,Married,51287,53,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,2782,0
7274,Graduation,Married,78618,64,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,0,3332,0
8643,Graduation,Together,69930,50,0,0,21,252,98,827,219,70,196,1,4,5,12,3,0,0,3092,0
7500,Graduation,Single,79146,54,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,2759,0
4328,2n Cycle,Married,21955,35,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,2988,0
9260,PhD,Married,70356,76,0,0,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,3294,0
9145,Graduation,Single,72504,49,0,1,43,604,26,470,123,161,94,2,5,9,6,2,0,0,3142,0
1351,Master,Together,58656,65,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,3340,0
5316,Master,Together,21024,45,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,3053,0
5544,Graduation,Single,67384,51,0,1,32,957,40,175,158,53,107,2,7,8,5,5,0,0,3289,0
10858,Graduation,Together,76532,46,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,2986,0
8414,PhD,Single,33419,59,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,3009,0
5956,PhD,Divorced,45072,73,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,2949,0
2157,Graduation,Together,26290,49,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,3226,0
7408,PhD,Married,54549,69,0,1,8,216,2,6,0,0,9,2,5,1,4,7,0,0,2811,0
2308,Graduation,Married,46734,67,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,3281,0
2541,Graduation,Married,24027,45,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,3078,0
5011,Graduation,Divorced,68118,58,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,2947,0
3037,PhD,Married,50150,38,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,3067,0
9224,PhD,Single,55260,49,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,3257,0
1351,Master,Together,58656,65,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,3340,0
6749,Graduation,Single,86358,55,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,3383,0
8402,Master,Married,67087,68,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,2887,0
3850,Basic,Together,14918,58,0,1,52,3,3,3,15,4,15,1,1,0,3,6,0,0,3262,0
10749,Graduation,Single,8028,30,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,3342,0
310,Master,Married,61872,51,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,2891,0
7072,Graduation,Married,67432,48,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,3150,0
5336,Master,Together,157733,50,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,3083,0
1331,Graduation,Single,35790,44,1,0,54,12,6,20,30,1,3,2,2,0,3,7,0,0,3236,0
1630,Graduation,Single,61825,42,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,3019,0
1958,PhD,Together,55012,48,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,2793,0
528,Graduation,Married,65819,43,0,0,99,267,38,701,149,165,63,1,5,4,10,3,0,0,3270,0
9347,Master,Together,50943,65,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,3066,0
7620,Basic,Single,16185,31,1,0,71,5,11,16,21,8,45,2,2,2,2,8,0,0,3021,0
10151,Graduation,Divorced,62204,61,0,2,38,317,46,247,151,46,139,1,4,5,12,3,0,0,3348,0
8911,PhD,Married,56320,54,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,3140,0
2154,Graduation,Widow,30372,50,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,3244,0
5835,PhD,Divorced,14849,45,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,3055,0
626,Graduation,Married,32871,70,1,1,28,22,2,12,0,2,5,1,1,0,3,4,0,0,3170,0
8727,Graduation,Divorced,63693,43,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,2951,0
9499,Graduation,Married,93404,67,1,2,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,3111,0
193,Basic,Married,14421,25,0,0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,2825,0
9135,Graduation,Together,27203,71,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,3385,0
4369,Master,Absurd,65487,64,0,0,48,240,67,500,199,0,163,3,3,5,6,2,0,0,2863,0
1409,Graduation,Together,40689,70,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,3161,0
6318,Graduation,Married,68487,33,0,0,48,758,12,385,33,89,89,1,9,7,13,4,0,0,3225,0
4324,Graduation,Married,42387,32,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,3301,0
8148,Master,Together,50898,65,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,3230,0
3515,Graduation,Single,62307,69,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,2825,0
3661,2n Cycle,Single,80617,26,0,0,42,594,51,631,72,55,32,1,4,6,8,2,0,0,3318,0
946,2n Cycle,Together,26490,63,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,3338,0
5987,2n Cycle,Together,10404,32,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,2749,0
9668,Graduation,Married,18793,50,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,3226,0
10552,2n Cycle,Married,54210,42,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,3098,0
2392,Graduation,Married,40321,49,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,3028,0
55,Graduation,Together,56253,58,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,3262,0
10868,Graduation,Widow,70792,70,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,3201,0
2625,2n Cycle,Single,42607,67,0,1,30,156,29,56,30,32,47,2,3,2,7,3,0,0,2917,0
1606,Graduation,Together,38590,50,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,3103,0
5454,Master,Married,45057,42,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,2903,0
7617,Graduation,Single,42373,47,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,3011,0
2532,Master,Single,73454,34,0,0,95,982,73,351,56,14,175,1,2,4,6,5,0,0,2813,0
1020,Graduation,Married,79593,48,0,0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,2741,0
3749,Graduation,Together,73926,48,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,3177,0
2831,Graduation,Together,78416,45,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,2695,0
2350,Graduation,Married,59666,49,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,0,3157,0
2410,Graduation,Single,81657,52,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,2851,0
8952,Master,Married,65569,68,0,1,96,397,46,288,20,38,70,2,6,5,10,3,0,0,3294,0
8560,Graduation,Single,48789,29,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,3350,0
8702,2n Cycle,Together,26907,45,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,3006,0
8825,Graduation,Together,51195,59,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,3147,0
5300,Master,Married,38961,48,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,2874,0
9847,2n Cycle,Married,62972,66,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,3388,0
10741,Master,Together,47352,70,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,3137,0
5628,Graduation,Together,61416,39,0,0,25,848,154,323,201,61,78,1,10,3,10,6,0,0,3199,0
8702,2n Cycle,Together,26907,45,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,3006,0
6583,2n Cycle,Married,72635,66,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,3084,0
8594,PhD,Widow,50520,63,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,2845,0
4937,2n Cycle,Married,46094,48,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,2712,0
7419,Master,Divorced,27071,53,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,2760,0
5626,PhD,Single,61798,57,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,2911,0
6679,Graduation,Single,33279,55,0,0,29,10,3,3,0,0,0,1,0,0,3,3,0,0,2710,0
7212,Graduation,Married,44794,55,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,2714,0
10573,Graduation,Divorced,62551,68,0,0,27,125,16,98,134,21,27,1,6,7,4,3,0,0,2916,0
313,Graduation,Widow,73455,53,0,0,98,901,61,757,186,163,20,1,6,5,10,3,0,0,2937,0
6203,Graduation,Together,74485,74,0,0,58,499,149,815,173,49,49,1,6,7,12,3,0,0,3002,0
7533,Graduation,Married,49096,57,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,2971,0
9701,Graduation,Together,41883,33,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,3160,0
17,PhD,Married,60491,50,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,2989,0
10710,Graduation,Married,7500,42,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,3362,0
1030,PhD,Single,40637,56,1,1,72,22,0,13,0,0,3,2,1,0,3,7,0,0,3040,0
3081,PhD,Married,41014,43,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,3126,0
8957,2n Cycle,Single,64831,69,1,1,51,480,86,249,75,86,144,8,6,3,5,6,0,0,3077,0
9353,Graduation,Single,62450,62,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,0,2867,0
7798,2n Cycle,Together,46344,49,0,1,28,233,20,57,8,20,91,4,7,1,5,7,0,0,3255,0
1463,Graduation,Single,45160,63,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,2785,0
1092,Graduation,Married,61014,41,0,1,17,269,129,495,182,43,29,4,9,3,4,7,0,0,3380,0
55,Graduation,Together,56253,58,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,3262,0
7187,Master,Together,,52,1,1,52,375,42,48,94,66,96,7,4,10,4,3,0,0,3100,0
1630,Graduation,Single,61825,42,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,3019,0
8686,Basic,Together,23724,42,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,3230,0
2656,Graduation,Divorced,40851,50,1,1,63,23,1,7,0,4,24,1,1,1,2,7,0,0,3186,0
5062,PhD,Married,54072,58,1,1,71,35,0,4,0,0,0,1,2,0,2,8,0,0,3030,0
2683,Graduation,Married,52413,52,0,2,56,295,106,271,75,98,65,4,6,4,12,6,0,0,3205,0
387,Basic,Married,7500,45,0,0,59,6,16,11,11,1,16,1,2,0,3,8,0,0,3286,0
10245,2n Cycle,Single,80910,35,0,0,71,160,80,369,67,39,41,1,3,3,8,1,0,0,3299,0
6406,Master,Married,78285,33,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,2937,0
5835,PhD,Divorced,14849,45,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,3055,0
2174,Graduation,Single,46344,67,1,1,38,11,1,6,2,1,6,2,1,1,2,5,0,0,2806,0
3523,Graduation,Together,75072,59,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,3215,0
4406,Graduation,Together,67419,51,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,3222,0
879,Master,Married,49681,45,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,2930,0
1092,Graduation,Married,61014,41,0,1,17,269,129,495,182,43,29,4,9,3,4,7,0,0,3380,0
164,PhD,Married,28973,44,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,3317,0
5324,PhD,Married,58293,40,1,0,94,173,43,118,46,27,15,5,5,3,6,5,0,0,2854,0
9029,PhD,Married,70116,49,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,3212,0
1545,Graduation,Married,38508,35,1,0,95,120,19,206,25,19,54,6,7,2,5,8,0,0,3024,0
3526,PhD,Married,38443,53,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,2846,0
89,2n Cycle,Married,22212,46,1,0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,2895,0
3308,Graduation,Married,35704,69,1,1,54,30,9,12,2,11,30,3,2,0,4,4,0,0,2870,0
6445,Graduation,Together,66825,54,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,3043,0
10581,Graduation,Married,41124,44,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,3299,0
1100,Master,Together,41275,61,1,2,33,24,4,22,0,2,9,4,3,1,3,5,0,0,2790,0
4915,2n Cycle,Married,53230,65,0,1,86,176,72,98,136,21,229,4,5,2,12,5,0,0,3388,0
10702,Graduation,Single,52413,37,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,3296,0
6214,Master,Married,43815,39,1,0,53,14,10,29,4,7,15,1,2,0,3,6,0,0,3143,0
2115,Graduation,Together,50116,64,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,0,2702,0
6818,Graduation,Married,44989,47,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,3348,0
10196,Graduation,Married,71427,43,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,2802,0
2870,Graduation,Married,49094,48,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,3339,0
713,Master,Married,50353,44,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,2714,0
