tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
632,115829,TRUE,Tue Oct 31 21:34:58 +0000 2017,"@115830 my package was ‘accidentally’ opened.. 4 items missing worth £97.
You need better delivery drivers!! https://t.co/f6SaVBSMqM",631,
634,115831,TRUE,Tue Oct 31 21:39:58 +0000 2017,@115821 @AmazonHelp why is my order at my local courier for the last 6 days and still hasn’t been delivered to me?? Over 1 week late 😡,633,
636,115832,TRUE,Tue Oct 31 22:05:36 +0000 2017,"Thanks for the style advice, @115833 look ...I think? #Halloween2017 #flamingo https://t.co/XvI54La043",635,
638,115834,TRUE,Tue Oct 31 22:19:56 +0000 2017,@AmazonHelp Hi ready for some help,637,639
640,115834,TRUE,Tue Oct 31 01:03:01 +0000 2017,@AmazonHelp Is the Echo Show no longer supported?,639,641
641,115834,TRUE,Tue Oct 31 01:02:39 +0000 2017,@AmazonHelp Nothing there helped me with the Echo Show,640,642
643,115834,TRUE,Mon Oct 30 23:44:45 +0000 2017,"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?",642,
645,115835,TRUE,Wed Nov 01 08:04:52 +0000 2017,@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,647,644
646,115835,TRUE,Tue Oct 31 21:40:30 +0000 2017,.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,644,
649,115836,TRUE,Tue Oct 31 22:17:47 +0000 2017,"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K",648,
651,115838,TRUE,Tue Oct 31 22:25:58 +0000 2017,"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?",653,650
654,115838,TRUE,Tue Oct 31 22:53:50 +0000 2017,@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,655,653
652,115838,TRUE,Tue Oct 31 22:11:15 +0000 2017,@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,650,
657,115839,TRUE,Tue Oct 31 22:18:42 +0000 2017,"@AmazonHelp Already handled, just venting. It was a pretty big bummer.",656,658
659,115839,TRUE,Tue Oct 31 22:02:14 +0000 2017,"@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q",658,
661,115840,TRUE,Tue Oct 31 22:13:37 +0000 2017,@115841 @115821 Feliz #Halloween2017 https://t.co/edHbRDnM8x,660,662
662,115841,TRUE,Fri Oct 27 10:58:09 +0000 2017,CONCURSO 👻🎃:Tarjetas regalo en @115821 por tu foto en la cama disfrazado y #ColchonMorfeoHalloween en los post promo:https://t.co/xAsY6KwLZa https://t.co/7yOZvlwBwN,661,
664,115842,TRUE,Tue Oct 31 21:50:49 +0000 2017,"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge",663,
666,115843,TRUE,Wed Nov 01 01:26:58 +0000 2017,@AmazonHelp Aww your reply made her night!,,665
667,115843,TRUE,Tue Oct 31 22:11:10 +0000 2017,"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su",665,
669,115844,TRUE,Tue Oct 31 22:21:12 +0000 2017,@AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.,,668
670,115844,TRUE,Tue Oct 31 22:15:42 +0000 2017,@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,668,671
671,115845,TRUE,Tue Oct 31 21:04:31 +0000 2017,@115844 WHAT IN THE WORLD?!,670,672
672,115844,TRUE,Tue Oct 31 20:59:45 +0000 2017,"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!","671,673,674",
676,115846,TRUE,Tue Oct 31 21:39:25 +0000 2017,@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,675,677
677,115847,TRUE,Tue Oct 31 21:35:08 +0000 2017,@115846 @115821 Remember my head phones and they brought them within minutes,676,678
678,115846,TRUE,Tue Oct 31 20:06:57 +0000 2017,My package from @115821 with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.,"677,679",
681,115848,TRUE,Tue Oct 31 22:11:34 +0000 2017,@115821  https://t.co/Gb0beuA3IN,680,682
682,115848,TRUE,Tue Oct 31 13:34:50 +0000 2017,How @115821 packages china https://t.co/fO9vbus18E,"681,683",
685,115849,TRUE,Wed Nov 01 05:26:45 +0000 2017,@AmazonHelp Details sent. Please check.,687,684
686,115849,TRUE,Tue Oct 31 22:06:53 +0000 2017,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,"684,688",689
690,115849,TRUE,Tue Oct 31 21:45:15 +0000 2017,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,"689,691",
693,115852,TRUE,Tue Oct 31 22:10:21 +0000 2017,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,692,
695,115853,TRUE,Tue Oct 31 21:17:03 +0000 2017,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,694,
697,115854,TRUE,Tue Oct 31 22:31:23 +0000 2017,@AppleSupport The newest update. I️ made sure to download it yesterday.,699,696
698,115854,TRUE,Tue Oct 31 22:17:40 +0000 2017,@AppleSupport  https://t.co/NV0yucs0lB,696,700
700,115854,TRUE,Tue Oct 31 22:16:56 +0000 2017,@AppleSupport why are my I️’s changing not showing up correctly on any of my social media platforms? https://t.co/GyRvpyVnkE,698,
702,115855,TRUE,Tue Oct 31 22:11:31 +0000 2017,@AppleSupport Tried resetting my settings .. restarting my phone .. all that,701,703
704,115855,TRUE,Tue Oct 31 21:59:17 +0000 2017,@AppleSupport This is what it looks like https://t.co/XCQU2l4xUB,703,705
707,115855,TRUE,Tue Oct 31 21:48:51 +0000 2017,@AppleSupport I️ have an iPhone 7 Plus and yes I️ do,705,708
709,115855,TRUE,Tue Oct 31 21:34:45 +0000 2017,@AppleSupport I️ need answers because it’s annoying 🙃,708,710
710,115855,TRUE,Tue Oct 31 21:29:50 +0000 2017,Why are my I’s question marks ?,709,711
711,115855,TRUE,Tue Oct 31 21:29:22 +0000 2017,What is up with this “ I️ “,710,
713,115856,TRUE,Tue Oct 31 22:35:17 +0000 2017,@AppleSupport Just sent you all my DM,,712
714,115856,TRUE,Tue Oct 31 22:19:32 +0000 2017,"Hey @AppleSupport and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?","712,715",
717,115857,TRUE,Tue Oct 31 22:13:08 +0000 2017,@AppleSupport This is what is happening... https://t.co/X3SZSJXfAT,716,718
719,115857,TRUE,Tue Oct 31 22:01:50 +0000 2017,Tf is wrong with my keyboard @115858,718,
721,115859,TRUE,Tue Oct 31 22:18:14 +0000 2017,@AppleSupport are the call centres closed for the night?,720,722
723,115859,TRUE,Tue Oct 31 22:11:16 +0000 2017,@115858 @AppleSupport hello are all the lines closed for tonight #help,722,
725,115860,TRUE,Tue Oct 31 22:16:35 +0000 2017,@115861 @115862 @AppleSupport I️ upgraded. I️t didn’t work.,"724,726",727
727,115861,TRUE,Tue Oct 31 21:02:34 +0000 2017,@115862 @AppleSupport I will!,725,728
728,115862,TRUE,Tue Oct 31 20:57:26 +0000 2017,@AppleSupport @115861 We’re going to need you to share the answers Angela. I️ can’t stand this!,727,729
730,115861,TRUE,Tue Oct 31 20:46:35 +0000 2017,"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport https://t.co/QKwvTLtiN7","729,731",
733,115863,TRUE,Tue Oct 31 22:16:40 +0000 2017,@AppleSupport I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying it’s the 18th... what happened?,732,
735,115864,TRUE,Tue Oct 31 22:23:35 +0000 2017,@AppleSupport I have the iPhone 6s Plus and just did the most recent update.,737,734
736,115864,TRUE,Tue Oct 31 22:17:57 +0000 2017,Thank you @AppleSupport I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤,734,
739,115865,TRUE,Tue Oct 31 22:35:32 +0000 2017,@AppleSupport iOS 11.0.3,741,738
742,115865,TRUE,Tue Oct 31 22:59:53 +0000 2017,@AppleSupport Okey. Thank you! 🤗,743,741
740,115865,TRUE,Tue Oct 31 22:14:45 +0000 2017,@AppleSupport iPhone 7 Plus 😊,738,744
745,115865,TRUE,Tue Oct 31 22:00:34 +0000 2017,@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport,744,746
747,115865,TRUE,Tue Oct 31 18:08:04 +0000 2017,Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️,746,
749,115866,TRUE,Tue Oct 31 22:06:44 +0000 2017,@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t,748,
751,115867,TRUE,Tue Oct 31 22:08:39 +0000 2017,@AppleSupport ? hello,750,752
752,115867,TRUE,Thu Oct 12 10:11:50 +0000 2017,"@AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much &amp; sound is still on Mac not tv?",751,
754,115868,TRUE,Tue Oct 31 22:01:17 +0000 2017,"@AppleSupport Yes it did, 11.0.3",753,755
756,115868,TRUE,Tue Oct 31 20:49:07 +0000 2017,MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,755,
758,115869,TRUE,Tue Oct 31 22:10:06 +0000 2017,Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?,757,
760,115870,TRUE,Tue Oct 31 22:03:09 +0000 2017,@AppleSupport I can not find an option to get it there. It was just always there when playing.,759,761
763,115870,TRUE,Tue Oct 31 21:56:55 +0000 2017,@AppleSupport The app is still there. But no longer able to control it from the lockscreen.,761,764
765,115870,TRUE,Tue Oct 31 18:20:46 +0000 2017,After update #ios1103 no spotify on my lock screen?@AppleSupport,764,
767,115871,TRUE,Tue Oct 31 22:08:32 +0000 2017,I just need @115858 to do something about the battery life because it sucks ass,766,
769,115872,TRUE,Tue Oct 31 22:30:07 +0000 2017,@Uber_Support Already did that was told we requested to dropped off somewhere different which is completely false.,,768
771,115872,TRUE,Tue Oct 31 22:12:00 +0000 2017,@115873 you need to correct false charges from a trip in Lexington KY on Saturday. I want my $13 back #lyingdriver #theft,768,
773,115874,TRUE,Tue Oct 31 22:01:07 +0000 2017,@115873 my driver just drove me to the department of air travel instead of the airport.......... rufkm,772,
775,115875,TRUE,Tue Oct 31 21:59:51 +0000 2017,@Uber_Support I’m not getting your texts. https://t.co/GhefNjQTfg,774,
777,115876,TRUE,Tue Oct 31 21:58:10 +0000 2017,@115877 got this threw my door today went to order... sorry we don't deliver to your area! What!!! Why did I get this then! https://t.co/BGzU59vYJS,776,
779,115878,TRUE,Tue Oct 31 22:18:07 +0000 2017,@Uber_Support @115879 wouldn't do this to me 😔,,778
780,115878,TRUE,Tue Oct 31 21:59:34 +0000 2017,@Uber_Support Why is there no phone number ?? I'm literally stranded and now I have to wait for an automated reply this is ridiculous,778,781
782,115878,TRUE,Tue Oct 31 21:40:20 +0000 2017,Literally stranded because of @115873 and because there is no support phone number I have to wait from a message from @Uber_Support Smh 🤦🏾‍♂️,781,
784,115880,TRUE,Tue Oct 31 22:11:47 +0000 2017,"1 hour+ inside an old Altima that smells and has ripped stain seats, with an inexperienced miami driver @115873 standards down now 4 applying!",783,
786,115881,TRUE,Tue Oct 31 20:29:25 +0000 2017,"@Tesco Tall lady 6ft, slim, was on the till about 15:10, think she had blonde hair. She served the guy after knowing he didn’t queue up like others","785,787",788
789,115881,TRUE,Tue Oct 31 18:02:11 +0000 2017,@Tesco 3/3 on the wrong which I really don’t appreciate. This needs to be investigate and I was simply queuing to pay and the guy pushed in😡,788,
791,115882,TRUE,Tue Oct 31 22:33:11 +0000 2017,@Delta I checked daily and flight 1403 was never offered as an option as I most certainly would have made the adjust on my trip.,793,790
792,115882,TRUE,Tue Oct 31 21:33:48 +0000 2017,"@Delta why wasn't earlier flight offered when I tried to rebook, not cool at all. Just happened to look at moniter after deplaning.",790,
795,115883,TRUE,Tue Oct 31 22:28:50 +0000 2017,@Delta Via DM?,797,794
798,115883,TRUE,Wed Nov 01 15:10:21 +0000 2017,@Delta Just DM'd you with a screenshot and explanation.  😊,,797
796,115883,TRUE,Tue Oct 31 21:18:55 +0000 2017,@Delta It seems this technical issue still hasn't Ben fixed.   Can you look into it again?  🙆🏼‍♂️,794,799
801,115883,TRUE,Sun Oct 29 15:59:35 +0000 2017,"@Delta The ""change flight"" search option on your website is broken once again.  😑",799,
803,115884,TRUE,Tue Oct 31 21:33:27 +0000 2017,.@delta this has been my inflight studio experience today. Nothing works except Twitter #toobadforyouandme https://t.co/VLo4ufL73y,802,
805,115885,TRUE,Tue Oct 31 22:39:33 +0000 2017,@Delta Is that not what I’ve done already?,,804
806,115885,TRUE,Tue Oct 31 22:39:44 +0000 2017,@Delta Can you reply on the DM thread?,,804
807,115885,TRUE,Tue Oct 31 20:52:02 +0000 2017,@Delta I did this some time ago now but haven’t heard from you...,"804,808",809
810,115885,TRUE,Tue Oct 31 19:18:45 +0000 2017,"@Delta Actually, I just looked again and they disagree and say it's on you. Any idea what I should do? https://t.co/twIogKd3Kx",809,811
811,115885,TRUE,Tue Oct 31 18:44:51 +0000 2017,@Delta Hi - and thanks. Think I just figured this out. Would it be you’re not running the MEX-MID flight so I need to check in via AeroMexico?,"812,810",813
814,115885,TRUE,Tue Oct 31 16:37:26 +0000 2017,"@Delta I'm flying JFK-MEX-MID tomorrow and you say I'm booked in, but it looks like it's just the first leg. Can you check, please?",813,
816,115886,TRUE,Tue Oct 31 22:28:24 +0000 2017,@Delta #Again #nothing #bs #no #answers,818,815
819,115886,TRUE,Tue Oct 31 23:08:42 +0000 2017,@Delta Same again! #equipment #change #no #guaranteed #seats #apologies I’ll DM you if you can give me a #real #answer and no #standard #bs #answers,820,818
821,115886,TRUE,Wed Nov 01 04:26:57 +0000 2017,"@Delta OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! I’ll retwitter your reply! Thanks","822,823,824,825,826,000,000,000,000,000,000,000,000,000",820
836,115886,TRUE,Wed Nov 01 05:40:54 +0000 2017,"@Delta Obviously you didn't read what already was said before, you do give exactly the same bs answers. I know there is no guarantee but I like to know why they moved us. I know, because a #Delta employee was sitting in my seat and you can't say that 😡😡😡","837,838,839",830
840,115886,TRUE,Wed Nov 01 05:48:19 +0000 2017,@Delta Is this a #computer #answering my tweets? 😂😂😂 #unbelievable!!!!! same #stupid #answers!!,"841,842,843",837
844,115886,TRUE,Wed Nov 01 05:50:43 +0000 2017,@Delta Even #worse 😜,"845,846",842
847,115886,TRUE,Wed Nov 01 04:47:52 +0000 2017,@Delta 0062395415777,,832
817,115886,TRUE,Tue Oct 31 21:22:28 +0000 2017,@delta #delta moves you to #dm the moment you have a #complaint with no results. Just got some #bs #answers but no real reason why they changed our #seating!,815,
849,115887,TRUE,Tue Oct 31 23:36:20 +0000 2017,@SpotifyCares doesn’t work and i even tried deleting the app,851,848
850,115887,TRUE,Tue Oct 31 21:41:37 +0000 2017,@SpotifyCares Premium &amp; when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,848,852
853,115887,TRUE,Tue Oct 31 19:57:59 +0000 2017,@SpotifyCares iphone 7+ and i have the most recent update for spotify,852,854
855,115887,TRUE,Tue Oct 31 19:10:51 +0000 2017,i’m pissed my @115888 shuffle and repeat button just don’t fucking work and i’m getting frustrated,854,
857,115889,TRUE,Wed Nov 01 07:40:06 +0000 2017,"@SpotifyCares Yes, multiple times. No changes. I am Premium User an when @115890  send us users to Spotify there should be a bugfree running App 🤨",859,856
858,115889,TRUE,Tue Oct 31 22:01:30 +0000 2017,@SpotifyCares 2/2... and there is no way to manage Albums (recently added e.g.) in the App. It's a mess 😲 https://t.co/RlWuqllt8S,856,860
862,115889,TRUE,Tue Oct 31 21:43:56 +0000 2017,@SpotifyCares @115890 Groove Music quits &amp; redirect to Spotify. But the W10M App is a bugfest.. Any further Updates possible?,860,
864,115891,TRUE,Tue Oct 31 22:22:05 +0000 2017,@SpotifyCares ok thx,863,865
866,115891,TRUE,Tue Oct 31 22:14:42 +0000 2017,is there a way to find non-explicit songs that are explicit @SpotifyCares,865,
868,115892,TRUE,Tue Oct 31 22:34:33 +0000 2017,"@British_Airways Sure, how much would an upgrade cost, out of curiosity?",873,867
869,115892,TRUE,Wed Nov 01 08:44:59 +0000 2017,"@British_Airways Or, more importantly, are there earlier flights than the itinerary I was rebooked on? That's my preference.",,867
870,115892,TRUE,Wed Nov 01 08:48:52 +0000 2017,"@British_Airways This itinerary is preferred--I was unable to view other options in the ""Manage my Booking"" link included in the original cancelation email. https://t.co/kfddWeSW49",,867
871,115892,TRUE,Tue Oct 31 22:36:37 +0000 2017,@British_Airways I assume that being Sapphire does not matter? I'll have to find a way from IAD to BWI upon landing... Because that's where my car is parked.,,867
872,115892,TRUE,Tue Oct 31 16:08:21 +0000 2017,"Hi @British_Airways! My flight from MAN--LHR--BWI for Nov. 3 was canceled. I was excited to try your Club 787 product. Only available flight is now to IAD which is a hassle, but rebooked anyway--my only option! Any availability in first class on BA293 for the troubles please?","867,874",
876,115893,TRUE,Tue Nov 07 17:01:39 +0000 2017,"@British_Airways You have all my info.  Check with Sanket Thakur.  Supposedly, he/she is a ""customer service"" rep.  Reference number is 16934380.",,875
877,115893,TRUE,Tue Oct 31 16:47:55 +0000 2017,"@British_Airways  will you ever address my complaint/claim?  Or, do you just ignore it until the 2 yrs are up?","875,878,879",
881,115894,TRUE,Tue Oct 31 16:45:37 +0000 2017,"@British_Airways Booking ref MP79V2 and QMAS91 second one is my son's, have sent all info in being told I'm not entitled to anything?","880,882",883
884,115894,TRUE,Mon Oct 30 23:04:31 +0000 2017,@British_Airways Will you pay me my hotel and good bill for cancelling my flight home,"883,885",886
966,115895,TRUE,Tue Oct 31 16:05:25 +0000 2017,@British_Airways can I just confirm the email that would send passport details to change a name on a ticket is __email__?,965,
968,115896,TRUE,Wed Nov 01 05:35:58 +0000 2017,"@British_Airways https://t.co/NM3ZczuH2W here's the news article in case you guys need it. If you have any updates in the future, do share. Thanks.",970,967
969,115896,TRUE,Tue Oct 31 15:53:10 +0000 2017,"@British_Airways runway is under maintenance at Delhi from 7 nov. flights have been cancelled. Wanted to know status of BA0257, lhr-del 7nov",967,
972,115897,TRUE,Wed Nov 01 12:02:02 +0000 2017,@British_Airways It's been 24 hours now. Could you please assist? Thanks. My email address is __email__,,971
973,115897,TRUE,Wed Nov 01 09:00:12 +0000 2017,"@British_Airways Not yet, but I thought it was strange that I received a confirmation email for one of the flights, but not the other. Thanks.",975,971
976,115897,TRUE,Wed Nov 01 13:11:55 +0000 2017,"@British_Airways Amsterdam to London on 28/11/17
London to Athens on 30/11/17 - have received confirmation for this

Contact: +49 1708733216","977,978",975
977,115897,TRUE,Wed Nov 01 13:31:58 +0000 2017,@British_Airways Full name: David Simons,979,976
979,115897,TRUE,Wed Nov 01 14:56:32 +0000 2017,"@British_Airways Any update, Sophie? Thanks.",,977
974,115897,TRUE,Tue Oct 31 15:58:26 +0000 2017,"@British_Airways I made two bookings, but only received a confirmation email for one of the flights. Little help?",971,
981,115898,TRUE,Tue Oct 31 22:48:56 +0000 2017,@comcastcares ✔,,980
982,115898,TRUE,Tue Oct 31 22:08:27 +0000 2017,.@comcastcares tired of getting charged for equipment that was returned months ago. Please stop it.,980,
984,115899,TRUE,Tue Oct 31 22:38:29 +0000 2017,@comcastcares Sent and thank you,,983
985,115899,TRUE,Tue Oct 31 22:11:40 +0000 2017,@115900 hi I got some odd text alert from you I don't have your service why would I get alerts,"983,986",
988,115901,TRUE,Tue Oct 31 22:35:01 +0000 2017,@comcastcares Phoenix Suns are on auto record. NBA Team Channel 752 trying to record tonight. I only want regular broadcast games recorded like TiVo does.,990,987
991,115901,TRUE,Tue Oct 31 23:14:47 +0000 2017,"@comcastcares Thanks for your reply but that's why I said Update your Software. If  @115902 knows not to record on an unavailable channel, it's software.",992,990
989,115901,TRUE,Tue Oct 31 22:01:44 +0000 2017,Why does @115900 record programs on my DVR from channels I don't subscribe to? Blank recordings. I don't have NBA LP! #UpgradeYourSoftware! https://t.co/0ir2a2rSt1,987,
994,115903,TRUE,Tue Oct 31 22:10:08 +0000 2017,wow when you want to watch the world series and @115900  decides to have an outage!!!!,"993,995",
997,115904,TRUE,Tue Oct 31 22:24:57 +0000 2017,@AmericanAir Erica on the lax team is amazing give her a raise ty,996,998
999,115904,TRUE,Tue Oct 31 21:47:45 +0000 2017,@AmericanAir Could you have someone on your lax team available to guide me to my gate ASAP,998,1000
1000,115904,TRUE,Tue Oct 31 21:46:51 +0000 2017,@AmericanAir have a flight at 330pm (45mins) I’m almost to Lax. I’m legally blind and didn’t know where to let you know I need assistance.,999,
1002,115905,TRUE,Tue Oct 31 22:02:04 +0000 2017,Ben Tennyson and an American Airlines pilot. 🎃 #trunkortreat #halloween #2017 #diycostume #parenting @americanair … https://t.co/f1nNHQ0iLa https://t.co/lDViDkRdB1,1001,
1004,115906,TRUE,Tue Oct 31 22:24:48 +0000 2017,"@AmericanAir Right, but I earned those. I also shouldn’t have to pay to pass them to my own spouse. You need to change your program.",1006,1003
1005,115906,TRUE,Tue Oct 31 21:51:37 +0000 2017,"I’m sorry, what? It’s going to COST me $50 to transfer 4,000 AA Advantage points to my spouse? @AmericanAir this is ridiculous!!","10,031,007",
1009,115907,TRUE,Tue Oct 31 21:54:22 +0000 2017,Heading to London tonight will be there for 5 days doing some exciting stuff:) @AmericanAir get the drinks ready I coming aboard:) JB,"1008,1010,1011,1012,1013,1014,1015,1016,1017,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,1036,1037,1038,1039,1040,1041,1042,1043,1044,1045,1046,1047,1048,1049,1050,1051,1052,1053,1054,1055,1056,1057,1058,1059,1060",
1062,115908,TRUE,Tue Oct 31 21:47:19 +0000 2017,Check out these tiny trick-or-treaters all dressed up in our #NICU. Hey @AmericanAir! We have your youngest #pilot in training! #Halloween https://t.co/0C3aXJhiAg,"10,611,063",
1065,115909,TRUE,Tue Oct 31 21:51:36 +0000 2017,"Thank you, @AmericanAir for playing #ThisIsUs and for having great flight attendants on my flight back home!",1064,
1067,115910,TRUE,Tue Oct 31 22:21:24 +0000 2017,@115911 Sweet! I’m still paying on my 7plus but I have a jump. Any way to find out what to do in my situation and how much money I need to put down?,1066,1068
1068,115911,TRUE,Tue Oct 31 22:19:12 +0000 2017,@115910 No sir! You can still preorder at https://t.co/E7pnnCVItW *JoanO,1067,1069
1069,115910,TRUE,Tue Oct 31 22:17:06 +0000 2017,@115911 Are pre orders done for the X?,1068,1070
1070,115911,TRUE,Tue Oct 31 22:16:12 +0000 2017,@115910 Go for it Trevor *ErikS,1069,1071
1071,115910,TRUE,Tue Oct 31 22:15:20 +0000 2017,@115911 I have a question.,1070,1072
1072,115911,TRUE,Thu Oct 26 21:13:40 +0000 2017,"Be ready for your next iPhone. Join our iPhone upgrade program for free!
 https://t.co/ELb8YQspF6","1071,1073,1074,1075,1076,1077,1078,1079,1080,1081,1082,1083,1084,1085,1086,1087,1088,1089,1090,1091,1092,1093,1094,1095,1096,1097,1098,1099,1100,1101,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1112,1113,1114,1115,1116,1117,1118,1119,1120,1121,1122,1123,1124,1125,1126,1127,1128,1129,1130,1131,1132,1133,1134,1135,1136,1137,1138,1139,1140,1141,1142,1143,1144,1145,1146,1147,1148,1149,1150,1151,1152,1153,1154,1155",
1157,115912,TRUE,Tue Oct 31 21:54:49 +0000 2017,"@115913 @115911 By 'upfront' I hope you don't mean 'upfront fees""!  DM sent!",1156,1158
1158,115912,TRUE,Tue Oct 31 21:45:21 +0000 2017,@115913 @115911 just called in to switch from AT&amp;T. They wanted $75 to switch 3 phones! I said no way! Inconsistent messaging - shame!,"11,571,159",
1161,115914,TRUE,Tue Oct 31 22:19:01 +0000 2017,@TMobileHelp trying to redeem a free tuesday code and its not letting me telling me theres an error can i get help with this?,1160,
1163,115915,TRUE,Tue Oct 31 22:20:14 +0000 2017,T-Mobile So Bs My Internet Stop Working For 3 Hours https://t.co/YISXwAHace,1162,
1165,115916,TRUE,Tue Oct 31 21:58:39 +0000 2017,No. That opportunity has passed. Bad customer experience @115911 &amp; @343   Not going back ever again. #FAIL https://t.co/05pINkDFGd,1164,
1167,115917,TRUE,Tue Oct 31 22:13:16 +0000 2017,@TMobileHelp  https://t.co/tznFggbx3Y,1166,1168
1170,115917,TRUE,Tue Oct 31 21:47:53 +0000 2017,@TMobileHelp @115918 OK maybe my problem too let me try that resizing.,1168,1171
1172,115918,TRUE,Tue Oct 31 15:20:26 +0000 2017,@TMobileHelp Got it. One of them resized to 4x4. So instead of alerting me it just wouldn't take the coupon code. I resized it and it worked. Thanks.,1171,1173
1174,115918,TRUE,Tue Oct 31 14:24:05 +0000 2017,@TMobileHelp @1247 The @10568 code is not working when applied at checkout. Can you please look into this? https://t.co/SJvM7AW24t,"11,731,175",
1177,115919,TRUE,Tue Oct 31 22:19:08 +0000 2017,@VirginTrains so i wait almost 3 hours and then they are rude and arrogant &amp; unhelpful after which she is raising a technical case https://t.co/yi9oxFMatO,1176,
1179,115920,TRUE,Tue Oct 31 22:19:44 +0000 2017,@VirginTrains thanks!,,1178
1180,115920,TRUE,Tue Oct 31 22:17:50 +0000 2017,"@VirginTrains hi! i need some help with a booking i need to change, and made a mistake on. who can i contact?",1178,
1182,115919,TRUE,Tue Oct 31 22:15:39 +0000 2017,"Gotta luv @VirginTrains finally get 2 call cntr, they tried to charge me £176 for a ticket which can b purchased for £88 online https://t.co/I7rkohYqaI",1181,
1184,115921,TRUE,Tue Oct 31 22:24:43 +0000 2017,"@VirginTrains Thanks, see it now. Real shame about how poor the new App is though.",,1183
1185,115921,TRUE,Tue Oct 31 22:16:19 +0000 2017,@VirginTrains Hi- does the new app have an option to buy an open return?,1183,
1187,115922,TRUE,Tue Oct 31 22:18:12 +0000 2017,@VirginTrains Thanks,,1186
1188,115922,TRUE,Tue Oct 31 22:14:16 +0000 2017,@VirginTrains My daughter is on the Euston train stuck just outside Preston. Any timeframes for arrival?,1186,1189
1199,115923,TRUE,Tue Oct 31 22:14:07 +0000 2017,"@VirginTrains What are your targets for next season? I see your prices go up, so I assume you've set performance targets reflective of that.",1198,1200
1201,115923,TRUE,Tue Oct 31 20:20:15 +0000 2017,"@VirginTrains Oh, that's nice. What are you doing about it? What are you targets next year?",1200,1202
1203,115923,TRUE,Tue Oct 31 19:06:54 +0000 2017,"@VirginTrains Always some supposedly acceptable reason, yes I get that, but when one uses the trains every week and spends a lot of money, for it to be late regularly is just not acceptable.",1202,1204
1205,115923,TRUE,Tue Oct 31 19:03:31 +0000 2017,@VirginTrains The 06:20 from Euston. Now I'm here waiting on the 19:00 from B'ham int. Also late.,1204,1206
